Class;Method;DeclaringClass;NbFields
jena.RuleMap;headAction(com.hp.hpl.jena.graph.Node[], com.hp.hpl.jena.reasoner.rulesys.RuleContext, int);com.hp.hpl.jena.reasoner.rulesys.RuleContext;1
jena.RuleMap;loadRules(java.lang.String, java.util.Map<java.lang.String,java.lang.String>);java.io.File;1
jena.RuleMap;loadRules(java.io.BufferedReader, java.util.Map<java.lang.String,java.lang.String>);com.hp.hpl.jena.reasoner.rulesys.Rule;1
jena.RuleMap;main(java.lang.String[]);com.hp.hpl.jena.rdf.model.InfModel;1
jena.RuleMap;main(java.lang.String[]);java.lang.System;3
jena.RuleMap;main(java.lang.String[]);com.hp.hpl.jena.reasoner.rulesys.BuiltinRegistry;1
jena.RuleMap;main(java.lang.String[]);jena.cmdline.Arg;1
jena.RuleMap;main(java.lang.String[]);com.hp.hpl.jena.shared.PrefixMapping;1
jena.RuleMap;main(java.lang.String[]);jena.cmdline.CommandLine;3
jena.rdfcompare;main(java.lang.String[]);java.lang.System;2
jena.rdfcompare;main(java.lang.String[]);com.hp.hpl.jena.rdf.model.Model;1
jena.rdfcompare;usage();java.lang.System;1
jena.turtle;parse(java.io.InputStream, java.lang.String);java.lang.Throwable;1
jena.turtle;parse(java.io.InputStream, java.lang.String);com.hp.hpl.jena.n3.turtle.parser.TokenMgrError;1
jena.turtle;parse(java.io.InputStream, java.lang.String);com.hp.hpl.jena.n3.turtle.ParserBase;2
jena.turtle;parse(java.io.InputStream, java.lang.String);java.lang.System;1
jena.turtle;parse(java.lang.String, java.lang.String);java.lang.System;1
jena.turtle;main(java.lang.String[]);java.lang.System;1
jena.rdfcat;getExpectedInput();jena.rdfcat;1
jena.rdfcat;getURL(com.hp.hpl.jena.rdf.model.RDFNode);com.hp.hpl.jena.rdf.model.RDFNode;1
jena.rdfcat;getURL(com.hp.hpl.jena.rdf.model.RDFNode);com.hp.hpl.jena.rdf.model.Literal;1
jena.rdfcat;getURL(com.hp.hpl.jena.rdf.model.RDFNode);com.hp.hpl.jena.rdf.model.Resource;1
jena.rdfcat;setRemoveIncludeStatements(boolean);jena.rdfcat;1
jena.rdfcat;go(java.lang.String[]);jena.cmdline.CommandLine;1
jena.rdfcat;go(java.lang.String[]);jena.rdfcat;6
jena.rdfcat;getOutputStream();java.lang.System;1
jena.rdfcat;action(java.lang.String, java.lang.String);jena.rdfcat;1
jena.rdfcat;enableRIOTParser();java.lang.Throwable;1
jena.rdfcat;enableRIOTParser();java.lang.Class<>;1
jena.rdfcat;enableRIOTParser();jena.rdfcat;1
jena.rdfcat;setOutput(java.lang.String);jena.rdfcat;2
jena.rdfcat;expectInput(java.lang.String);jena.rdfcat;1
jena.rdfcat;handleUnrecognizedArg(java.lang.String);java.lang.System;1
