Alpha;MCC
2.8000000000000016;0.03913122844300489
2.7000000000000015;0.03913122844300489
2.9000000000000017;0.03913122844300489
2.5000000000000013;0.03852495239677944
2.6000000000000014;0.03852495239677944
2.4000000000000012;0.03737800366365367
2.000000000000001;0.03580244104235324
2.100000000000001;0.03580244104235324
2.200000000000001;0.03580244104235324
2.300000000000001;0.035311492121690394
3.8000000000000025;0.035052839925001626
3.9000000000000026;0.035052839925001626
3.500000000000002;0.035052839925001626
3.6000000000000023;0.035052839925001626
3.7000000000000024;0.035052839925001626
3.0000000000000018;0.03413097586709495
3.200000000000002;0.03413097586709495
3.300000000000002;0.03413097586709495
3.400000000000002;0.03413097586709495
3.100000000000002;0.03413097586709495
1.4000000000000004;0.017249199869138084
1.3000000000000003;0.01622424466847176
1.2000000000000002;0.014891734257809996
1.1;0.014418935346365507
1.0;0.014235332822356095
1.9000000000000008;0.002793690513692452
1.8000000000000007;0.002793690513692452
1.7000000000000006;0.0027272556593652595
1.6000000000000005;0.002661502529727111
1.5000000000000004;0.0025964164408445217
