Max features;Max depth;Min samples leaf;Min samples split;MCC
sqrt;70;5;0.000947050822443;0.553892740069101
log2;100;1;0.000136656935328;0.5482842540653086
log2;30;2;0.000198366486369;0.5403891814565069
None;70;4;0.000323205525056;0.5328399720032816
None;80;4;0.000413264694229;0.5313567884567616
log2;90;3;0.000245253041853;0.5301627572409683
None;90;4;0.000190773118846;0.5300152159004592
None;None;2;0.000225133276814;0.5298174486922632
None;10;4;0.000126184228857;0.5284263724074284
sqrt;80;2;0.000221385021014;0.5280538293432868
sqrt;30;5;0.00167807498776;0.5250696469768238
None;90;4;0.00047627582755;0.5239253665517721
log2;70;3;0.000315289467192;0.522981830975814
None;90;4;0.000423767796718;0.5223171220640936
sqrt;20;3;0.000266017071616;0.5213026638669085
None;80;2;0.000420390096443;0.5208545652070289
None;70;4;0.000208385158937;0.5194039420027274
sqrt;10;1;0.000440731284143;0.5190936856733744
sqrt;20;5;0.00143031192456;0.5188908315077543
log2;70;1;0.000624070594341;0.5188908315077543
log2;60;4;0.000137714893701;0.5177661071041798
sqrt;20;5;0.000498691709399;0.5177661071041798
sqrt;70;2;0.00174862902556;0.5177120681836904
log2;50;1;0.00209859821518;0.5175478500211111
sqrt;100;5;0.000619148996819;0.5166728116137441
sqrt;100;2;0.00186542114896;0.51602763294537
sqrt;80;4;0.000974545835243;0.5145176851794747
log2;30;2;0.0052717018762;0.5137175877955755
sqrt;40;3;0.000284060610224;0.5135791474254888
None;20;4;0.000438162837223;0.5120048139969856
log2;40;4;0.000142340443651;0.5109419384385151
sqrt;50;4;0.000378505402626;0.5091936929557597
log2;50;5;0.000177278819586;0.5084235021221464
log2;20;4;0.00235218155994;0.5082097332367351
log2;80;3;0.00103579230519;0.5059018210060094
None;80;3;0.000502364292446;0.5057147655160964
sqrt;10;5;0.000652275287287;0.5046546199070856
sqrt;80;5;0.00173005822142;0.5042897661767783
sqrt;None;4;0.000185679676022;0.5041904288365978
sqrt;90;4;0.000285777783753;0.50287645501265
sqrt;80;4;0.00251031216915;0.5027607370642867
sqrt;10;5;0.000328269134673;0.5024620417717013
None;10;5;0.00154182763833;0.5015619911495216
sqrt;70;5;0.00154616887847;0.5002663936381484
sqrt;60;4;0.00123472051906;0.49903271216301254
None;60;2;0.000534635546724;0.4987050686789033
log2;70;5;0.000216495909731;0.49780788003117626
log2;90;3;0.000295321287725;0.49734071025371396
None;70;2;0.00114164467807;0.49708022752886977
log2;40;2;0.00956596151109;0.495387766223812
log2;70;5;0.0873740539767;0.4946892355461468
None;20;3;0.00125586577994;0.4938785211702877
log2;60;3;0.0972336330561;0.4932550866915844
sqrt;70;4;0.000634157365655;0.49299495425779133
None;100;5;0.00132032062729;0.49197219603603476
None;80;3;0.00063346162518;0.4918330322659794
log2;70;4;0.00237051734894;0.4904229023723065
sqrt;90;3;0.000416033314743;0.4893525068768198
log2;80;1;0.0236348003144;0.4890245304384463
sqrt;10;2;0.0605107762419;0.4890245304384463
sqrt;60;2;0.000621782072885;0.4889581754091471
None;70;4;0.00107754503005;0.4887363200064138
log2;100;2;0.000632347989828;0.4882202672898874
sqrt;90;4;0.0235508965401;0.48805785920918243
log2;80;4;0.0129949165507;0.4871617991158243
None;10;5;0.000588701357189;0.4867394890585581
log2;80;4;0.00369863878345;0.48610610246986
sqrt;None;3;0.000192139228876;0.4854801935061878
None;70;2;0.0533441039832;0.4841545033402309
None;40;1;0.0564669369581;0.4841545033402309
None;60;4;0.027980063652;0.4841545033402309
None;30;3;0.0319411620749;0.4841545033402309
sqrt;70;2;0.0709511790268;0.4841545033402309
None;50;3;0.0487038706967;0.4841545033402309
sqrt;70;2;0.0413487867577;0.4841545033402309
sqrt;70;1;0.0310870971392;0.4841545033402309
None;100;4;0.0146828920739;0.4841545033402309
None;60;1;0.0257471967264;0.4841545033402309
log2;80;5;0.055674741172;0.4841545033402309
None;90;2;0.0310939127573;0.4841545033402309
None;60;4;0.0276314370902;0.4841545033402309
None;50;1;0.0301585588244;0.4841545033402309
log2;80;4;0.0417932577889;0.4841545033402309
None;30;5;0.0436176086023;0.4841545033402309
None;50;5;0.0210968261358;0.4841545033402309
sqrt;40;3;0.0750989143607;0.4841545033402309
log2;30;3;0.00617240679697;0.4841545033402309
None;70;2;0.043103041954;0.4841545033402309
sqrt;90;5;0.0579622788531;0.4841545033402309
None;70;3;0.02637050659;0.4841545033402309
sqrt;30;5;0.0706579020514;0.4841545033402309
None;50;5;0.0126507264953;0.4841545033402309
None;20;3;0.0483362699942;0.4841545033402309
log2;30;1;0.0393704278804;0.4841545033402309
None;20;2;0.0814384405878;0.4841545033402309
None;70;5;0.03075492777;0.4841545033402309
None;100;3;0.0276784861349;0.4841545033402309
None;80;4;0.0267405115242;0.4841545033402309
None;70;1;0.075054385411;0.4841545033402309
None;None;4;0.023416340073;0.4841545033402309
None;50;1;0.0398700620248;0.4841545033402309
None;100;4;0.0527418834635;0.4841545033402309
log2;40;2;0.0452580041069;0.4820069032273346
log2;10;3;0.0437776269521;0.4820069032273346
log2;100;5;0.00967681483058;0.48173145896708486
