EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"org.apache.tools.ant.util.regexp.JakartaOroMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaOroMatcher.java","getCompiledPattern(int)","org.apache.tools.ant.util.regexp.RegexpMatcherFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/RegexpMatcherFactory.java"
"org.apache.tools.ant.util.regexp.JakartaOroMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaOroMatcher.java","getGroups(String, int)","org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Jdk14RegexpMatcher.java"
"org.apache.tools.ant.util.regexp.JakartaOroMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaOroMatcher.java","getGroups(String, int)","org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaRegexpMatcher.java"
"org.apache.tools.ant.taskdefs.optional.Cab","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Cab.java","appendFiles(Vector, DirectoryScanner)","org.apache.tools.ant.DirectoryScanner","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/DirectoryScanner.java"
"org.apache.tools.ant.taskdefs.optional.perforce.P4Sync","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/P4Sync.java","execute()","org.apache.tools.ant.taskdefs.optional.perforce.P4Add","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/P4Add.java"
"org.apache.tools.ant.taskdefs.optional.perforce.P4Sync","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/P4Sync.java","execute()","org.apache.tools.ant.taskdefs.optional.perforce.P4Base","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/P4Base.java"
"org.apache.tools.ant.taskdefs.optional.javah.Kaffeh","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Kaffeh.java","setupKaffehCommand(Javah)","org.apache.tools.ant.taskdefs.optional.Javah","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Javah.java"
"org.apache.tools.ant.taskdefs.Ant","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Ant.java","addAlmostAll(Hashtable)","org.apache.tools.ant.Project","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Project.java"
"org.apache.tools.ant.taskdefs.Chmod","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Chmod.java","isValidOs()","org.apache.tools.ant.taskdefs.Execute","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Execute.java"
"org.apache.tools.ant.taskdefs.Chmod","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Chmod.java","isValidOs()","org.apache.tools.ant.taskdefs.condition.Os","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Os.java"
"org.apache.tools.ant.Project","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Project.java","checkTaskClass(Class)","org.apache.tools.ant.TaskAdapter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/TaskAdapter.java"
"org.apache.tools.ant.Project","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Project.java","setSystemProperties()","org.apache.tools.ant.types.CommandlineJava","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CommandlineJava.java"
"org.apache.tools.ant.Project","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Project.java","setSystemProperties()","org.apache.tools.ant.types.PropertySet","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/PropertySet.java"
"org.apache.tools.ant.taskdefs.CVSPass","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CVSPass.java","execute()","org.apache.tools.ant.taskdefs.Checksum","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Checksum.java"
"org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JonasDeploymentTool.java","addGenICGeneratedFiles(File, Hashtable)","org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/BorlandDeploymentTool.java"
"org.apache.tools.bzip2.CRC","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CRC.java","updateCRC(int, int)","org.apache.tools.bzip2.CBZip2OutputStream","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CBZip2OutputStream.java"
"org.apache.tools.bzip2.CRC","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CRC.java","updateCRC(int, int)","org.apache.tools.bzip2.CBZip2InputStream","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CBZip2InputStream.java"
"org.apache.tools.ant.types.PatternSet","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/PatternSet.java","readPatterns(File, Vector, Project)","org.apache.tools.ant.taskdefs.SQLExec","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/SQLExec.java"
"org.apache.tools.ant.types.PatternSet","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/PatternSet.java","readPatterns(File, Vector, Project)","org.apache.tools.ant.taskdefs.Property","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Property.java"
"org.apache.tools.ant.util.regexp.Jdk14RegexpRegexp","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Jdk14RegexpRegexp.java","substitute(String, String, int)","org.apache.tools.ant.util.regexp.JakartaOroRegexp","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaOroRegexp.java"
"org.apache.tools.tar.TarInputStream","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/TarInputStream.java","getNextEntry()","org.apache.tools.tar.TarEntry","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/TarEntry.java"
"org.apache.tools.ant.DirectoryScanner","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/DirectoryScanner.java","findFile(File, String, boolean)","org.apache.tools.ant.util.FileUtils","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/FileUtils.java"
"org.apache.tools.ant.ComponentHelper","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ComponentHelper.java","addTaskDefinition(String, Class)","org.apache.tools.ant.AntTypeDefinition","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/AntTypeDefinition.java"
"org.apache.tools.ant.ComponentHelper","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ComponentHelper.java","validDefinition(AntTypeDefinition)","org.apache.tools.ant.AntTypeDefinition","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/AntTypeDefinition.java"
"org.apache.tools.ant.ComponentHelper","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ComponentHelper.java","createComponent(UnknownElement, String, String)","org.apache.tools.ant.Task","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Task.java"
"org.apache.tools.ant.taskdefs.Ear","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Ear.java","zipFile(File, ZipOutputStream, String, int)","org.apache.tools.ant.taskdefs.War","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/War.java"
"org.apache.tools.ant.taskdefs.Ear","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Ear.java","zipFile(File, ZipOutputStream, String, int)","org.apache.tools.ant.util.FileUtils","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/FileUtils.java"
"org.apache.tools.ant.helper.ProjectHelper2","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ProjectHelper2.java","characters(char, int, int, AntXMLContext)","org.apache.tools.ant.helper.AntXMLContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/AntXMLContext.java"
"org.apache.tools.ant.helper.ProjectHelper2","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ProjectHelper2.java","onStartChild(String, String, String, Attributes, AntXMLContext)","org.apache.tools.ant.helper.AntXMLContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/AntXMLContext.java"
"org.apache.tools.ant.helper.ProjectHelper2","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ProjectHelper2.java","parse(Project, Object, RootHandler)","org.apache.tools.ant.util.FileUtils","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/FileUtils.java"
"org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ExtensionUtil.java","addExtension(List, Extension, boolean, boolean)","org.apache.tools.ant.taskdefs.optional.extension.Extension","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Extension.java"
"org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/DefaultRmicAdapter.java","logAndAddFilesToCompile(Commandline)","org.apache.tools.ant.types.Commandline","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Commandline.java"
"org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/DefaultRmicAdapter.java","getCompileClasspath()","org.apache.tools.ant.taskdefs.Rmic","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Rmic.java"
"org.apache.tools.ant.Target","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Target.java","dependsOn(String)","org.apache.tools.ant.taskdefs.Ant","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Ant.java"
"org.apache.tools.ant.taskdefs.GenerateKey","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/GenerateKey.java","execute()","org.apache.tools.ant.taskdefs.optional.Cab","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Cab.java"
"org.apache.tools.ant.taskdefs.GenerateKey","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/GenerateKey.java","execute()","org.apache.tools.ant.taskdefs.SignJar","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/SignJar.java"
"org.apache.tools.ant.taskdefs.rmic.KaffeRmic","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/KaffeRmic.java","execute()","org.apache.tools.ant.taskdefs.rmic.WLRmic","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/WLRmic.java"
"org.apache.tools.ant.taskdefs.optional.ejb.Ejbc","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Ejbc.java","execute()","org.apache.tools.ant.taskdefs.optional.ejb.DDCreator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/DDCreator.java"
