EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"org.apache.xerces.dom.ElementImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/ElementImpl.java","getBaseURI()","org.apache.xerces.dom.ElementNSImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/ElementNSImpl.java"
"org.apache.xerces.dom.ElementImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/ElementImpl.java","normalize()","org.apache.xerces.dom.AttrImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/AttrImpl.java"
"org.apache.xerces.parsers.DOMParserImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMParserImpl.java","canSetParameter(String, Object)","org.apache.xerces.impl.Constants","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/Constants.java"
"org.apache.xerces.parsers.DOMParserImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMParserImpl.java","getParameterNames()","org.apache.xerces.impl.Constants","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/Constants.java"
"org.apache.xerces.util.DOMEntityResolverWrapper","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMEntityResolverWrapper.java","resolveEntity(XMLResourceIdentifier)","org.apache.xml.serialize.DOMSerializerImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMSerializerImpl.java"
"org.apache.xerces.util.DOMEntityResolverWrapper","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMEntityResolverWrapper.java","resolveEntity(XMLResourceIdentifier)","org.apache.xerces.dom.DOMConfigurationImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMConfigurationImpl.java"
"org.apache.xerces.jaxp.JAXPValidatorComponent","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/JAXPValidatorComponent.java","resolveResource(String, String, String, String, String)","org.apache.xerces.xni.parser.XMLInputSource","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/XMLInputSource.java"
"org.apache.xerces.dom.EntityReferenceImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/EntityReferenceImpl.java","getBaseURI()","org.apache.xerces.dom.NotationImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/NotationImpl.java"
"org.apache.xml.serialize.BaseMarkupSerializer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/BaseMarkupSerializer.java","modifyDOMError(String, short, String, Node)","org.apache.xerces.dom.DOMErrorImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMErrorImpl.java"
"org.apache.xml.serialize.BaseMarkupSerializer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/BaseMarkupSerializer.java","printHex(int)","org.apache.xml.serialize.Printer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/Printer.java"
"org.apache.xml.serialize.BaseMarkupSerializer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/BaseMarkupSerializer.java","printDoctypeURL(String)","org.apache.xml.serialize.Printer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/Printer.java"
"org.apache.xml.serialize.BaseMarkupSerializer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/BaseMarkupSerializer.java","enterElementState(String, String, String, boolean)","org.apache.xml.serialize.ElementState","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/ElementState.java"
"org.apache.xerces.dom.DOMNormalizer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMNormalizer.java","normalizeAttributeValue(String, Attr)","org.apache.xerces.xni.XMLString","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/XMLString.java"
"org.apache.xerces.dom.DOMNormalizer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMNormalizer.java","reportDOMError(DOMErrorHandler, DOMErrorImpl, DOMLocatorImpl, String, short, String)","org.apache.xerces.dom.DOMErrorImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMErrorImpl.java"
"org.apache.xerces.dom.DOMNormalizer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMNormalizer.java","createGrammarPool(DocumentTypeImpl)","org.apache.xerces.dom.DocumentTypeImpl","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DocumentTypeImpl.java"
"org.apache.xerces.dom.DOMNormalizer","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/DOMNormalizer.java","updateQName(Node, QName)","org.apache.xerces.xni.QName","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/QName.java"
"org.apache.xerces.parsers.XML11NonValidatingConfiguration","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/XML11NonValidatingConfiguration.java","checkProperty(String)","org.apache.xerces.impl.Constants","https://github.com/antoineBarbez/feature_envy/blob/master/xerces-2_7_0/Constants.java"
