EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/GenericDeploymentTool.java","getJarBaseName(String)","org.apache.tools.ant.taskdefs.optional.ejb.EjbJar","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/EjbJar.java"
"org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/GenericDeploymentTool.java","getVendorDDPrefix(String, String)","org.apache.tools.ant.taskdefs.optional.ejb.EjbJar","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/EjbJar.java"
"org.apache.tools.ant.taskdefs.SubAnt","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/SubAnt.java","copyProperty(Property, Property)","org.apache.tools.ant.taskdefs.Property","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Property.java"
"org.apache.tools.ant.types.mappers.FilterMapper","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/FilterMapper.java","mapFileName(String)","org.apache.tools.ant.filters.util.ChainReaderHelper","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ChainReaderHelper.java"
"org.apache.tools.ant.taskdefs.Recorder","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Recorder.java","setLoglevel(VerbosityLevelChoices)","org.apache.tools.ant.Project","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Project.java"
"org.apache.tools.ant.taskdefs.condition.Not","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Not.java","eval()","org.apache.tools.ant.taskdefs.optional.net.FTP","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/FTP.java"
"org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaRegexpMatcher.java","getCompilerOptions(int)","org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Jdk14RegexpMatcher.java"
"org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaRegexpMatcher.java","getGroups(String, int)","org.apache.tools.ant.util.regexp.JakartaOroMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaOroMatcher.java"
"org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaRegexpMatcher.java","getGroups(String, int)","org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Jdk14RegexpMatcher.java"
"org.apache.tools.ant.taskdefs.optional.clearcase.CCMklbtype","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CCMklbtype.java","execute()","org.apache.tools.ant.taskdefs.optional.clearcase.CCRmtype","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CCRmtype.java"
"org.apache.tools.ant.taskdefs.optional.net.FTPConfigurator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/FTPConfigurator.java","configure(FTPClient, FTP)","org.apache.tools.ant.taskdefs.optional.net.FTP","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/FTP.java"
"org.apache.tools.ant.taskdefs.optional.javacc.JJDoc","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JJDoc.java","execute()","org.apache.tools.ant.taskdefs.optional.javacc.JJTree","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JJTree.java"
"org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Jdk14RegexpMatcher.java","getCompilerOptions(int)","org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaRegexpMatcher.java"
"org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Jdk14RegexpMatcher.java","getGroups(String, int)","org.apache.tools.ant.util.regexp.JakartaOroMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaOroMatcher.java"
"org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Jdk14RegexpMatcher.java","getGroups(String, int)","org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JakartaRegexpMatcher.java"
"org.apache.tools.ant.taskdefs.optional.native2ascii.DefaultNative2Ascii","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/DefaultNative2Ascii.java","addFiles(Commandline, ProjectComponent, File, File)","org.apache.tools.ant.types.Commandline","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Commandline.java"
"org.apache.tools.ant.taskdefs.optional.native2ascii.DefaultNative2Ascii","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/DefaultNative2Ascii.java","setup(Commandline, Native2Ascii)","org.apache.tools.ant.types.Commandline","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Commandline.java"
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/IPlanetEjbc.java","classesToGenerate()","org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/BorlandDeploymentTool.java"
"org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/IPlanetEjbc.java","classesToGenerate()","org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/JonasDeploymentTool.java"
"org.apache.tools.ant.Diagnostics","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Diagnostics.java","doReportAntProperties(PrintStream)","org.apache.tools.ant.MagicNames","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/MagicNames.java"
"org.apache.tools.ant.Diagnostics","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Diagnostics.java","doReportProxy(PrintStream)","org.apache.tools.ant.util.ProxySetup","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ProxySetup.java"
"org.apache.tools.ant.taskdefs.ManifestClassPath","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ManifestClassPath.java","execute()","org.apache.tools.ant.util.FileUtils","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/FileUtils.java"
"org.apache.tools.ant.taskdefs.ManifestClassPath","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/ManifestClassPath.java","execute()","org.apache.tools.ant.launch.Locator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Locator.java"
"org.apache.tools.ant.types.resources.Files","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Files.java","hasPatterns(PatternSet)","org.apache.tools.ant.types.PatternSet","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/PatternSet.java"
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/DefaultJspCompilerAdapter.java","logAndAddFilesToCompile(JspC, Vector, CommandlineJava)","org.apache.tools.ant.types.CommandlineJava","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CommandlineJava.java"
"org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CCMReconfigure.java","execute()","org.apache.tools.ant.taskdefs.optional.ccm.CCMCheck","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CCMCheck.java"
"org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/CCMReconfigure.java","execute()","org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs","https://github.com/antoineBarbez/feature_envy/blob/master/apache-ant/Pvcs.java"
"org.apache.catalina.startup.TldConfig","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/TldConfig.java","lifecycleEvent(LifecycleEvent)","org.apache.catalina.core.StandardContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/StandardContext.java"
"org.apache.catalina.ssi.SSIFsize","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/SSIFsize.java","process(SSIMediator, String, String, String, PrintWriter)","org.apache.catalina.ssi.SSIMediator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/SSIMediator.java"
"org.apache.coyote.http11.AbstractHttp11Processor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AbstractHttp11Processor.java","findBytes(ByteChunk, byte)","org.apache.tomcat.util.buf.ByteChunk","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ByteChunk.java"
"org.apache.jasper.compiler.ParserController","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ParserController.java","hasJspRoot(JspReader)","org.apache.jasper.compiler.JspReader","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/JspReader.java"
"org.apache.tomcat.util.net.NioSelectorPool","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/NioSelectorPool.java","write(ByteBuffer, NioChannel, Selector, long, boolean, MutableInteger)","org.apache.tomcat.util.net.NioBlockingSelector","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/NioBlockingSelector.java"
"org.apache.catalina.ssi.SSIMediator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/SSIMediator.java","getVariableValue(String, String)","org.apache.catalina.ssi.SSIServletExternalResolver","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/SSIServletExternalResolver.java"
"org.apache.catalina.ssi.SSIMediator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/SSIMediator.java","formatDate(Date, TimeZone)","org.apache.catalina.util.Strftime","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Strftime.java"
"org.apache.jasper.compiler.Generator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Generator.java","writeNewInstance(String, String)","org.apache.jasper.compiler.ServletWriter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ServletWriter.java"
"org.apache.jasper.compiler.Generator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Generator.java","genPreamblePackage(String)","org.apache.jasper.compiler.ServletWriter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ServletWriter.java"
"org.apache.jasper.compiler.Generator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Generator.java","generateSetDynamicAttribute()","org.apache.jasper.compiler.ServletWriter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ServletWriter.java"
"org.apache.jasper.compiler.Generator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Generator.java","genPreambleStaticInitializers()","org.apache.jasper.compiler.ServletWriter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ServletWriter.java"
"org.apache.jasper.compiler.Generator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Generator.java","generateSetJspContext(TagInfo)","org.apache.jasper.compiler.ServletWriter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ServletWriter.java"
"org.apache.jasper.compiler.Generator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Generator.java","generatePostamble()","org.apache.jasper.compiler.ServletWriter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ServletWriter.java"
"org.apache.jasper.compiler.Generator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Generator.java","genPreambleImports()","org.apache.jasper.compiler.ServletWriter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ServletWriter.java"
"org.apache.jasper.compiler.Generator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Generator.java","writeDestroyInstance(String)","org.apache.jasper.compiler.ServletWriter","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ServletWriter.java"
