EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"com.android.internal.telephony.Call","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/Call.java","hasConnection(Connection)","com.android.internal.telephony.Connection","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/Connection.java"
"com.android.internal.telephony.cdma.CdmaSMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaSMSDispatcher.java","sendNewSubmitPdu(String, String, String, SmsHeader, int, PendingIntent, PendingIntent, boolean)","com.android.internal.telephony.cdma.sms.UserData","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/UserData.java"
"com.android.internal.telephony.cdma.CdmaSMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaSMSDispatcher.java","handleServiceCategoryProgramData(SmsMessage)","com.android.internal.telephony.SMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SMSDispatcher.java"
"com.android.internal.telephony.cdma.CdmaSMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaSMSDispatcher.java","handleServiceCategoryProgramData(SmsMessage)","com.android.internal.telephony.cdma.sms.BearerData","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/BearerData.java"
"com.android.internal.telephony.gsm.GsmSmsCbMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/GsmSmsCbMessage.java","createSmsCbMessage(SmsCbHeader, SmsCbLocation, byte)","com.android.internal.telephony.gsm.SmsCbHeader","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbHeader.java"
"com.android.internal.telephony.SMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SMSDispatcher.java","dispatchNormalMessage(SmsMessageBase)","com.android.internal.telephony.SmsHeader","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsHeader.java"
"com.android.internal.telephony.SMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SMSDispatcher.java","dispatchNormalMessage(SmsMessageBase)","com.android.internal.telephony.SmsMessageBase","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsMessageBase.java"
"com.android.internal.telephony.SMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SMSDispatcher.java","checkDestination(SmsTracker)","com.android.internal.telephony.SmsUsageMonitor","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsUsageMonitor.java"
"com.android.internal.telephony.SMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SMSDispatcher.java","dispatch(Intent, String, BroadcastReceiver)","com.android.internal.telephony.cdma.CdmaSMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaSMSDispatcher.java"
"com.android.internal.telephony.SMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SMSDispatcher.java","dispatch(Intent, String, BroadcastReceiver)","com.android.internal.telephony.cdma.sms.BearerData","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/BearerData.java"
"com.android.internal.telephony.cdma.CdmaSubscriptionSourceManager","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaSubscriptionSourceManager.java","getDefaultCdmaSubscriptionSource()","com.android.internal.telephony.PhoneBase","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/PhoneBase.java"
"com.android.internal.telephony.cdma.CdmaSubscriptionSourceManager","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaSubscriptionSourceManager.java","getDefaultCdmaSubscriptionSource()","com.android.internal.telephony.cdma.CdmaServiceStateTracker","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaServiceStateTracker.java"
"com.android.internal.telephony.cdma.CdmaDataConnectionTracker","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaDataConnectionTracker.java","dispose()","com.android.internal.telephony.gsm.GsmDataConnectionTracker","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/GsmDataConnectionTracker.java"
"android.telephony.CellBroadcastMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CellBroadcastMessage.java","getCmasMessageClass()","android.telephony.SmsCbMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbMessage.java"
"android.telephony.CellBroadcastMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CellBroadcastMessage.java","createFromCursor(Cursor)","android.provider.Telephony","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/Telephony.java"
"android.telephony.CellBroadcastMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CellBroadcastMessage.java","createFromCursor(Cursor)","android.telephony.SmsCbCmasInfo","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbCmasInfo.java"
"android.telephony.CellBroadcastMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CellBroadcastMessage.java","isEmergencyAlertMessage()","android.telephony.SmsCbMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbMessage.java"
"com.android.internal.telephony.cat.ValueParser","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/ValueParser.java","retrieveCommandDetails(ComprehensionTlv)","com.android.internal.telephony.cat.CommandDetails","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CommandDetails.java"
