EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"org.apache.tomcat.util.http.mapper.Mapper","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Mapper.java","internalMapExtensionWrapper(Wrapper, CharChunk, MappingData)","org.apache.tomcat.util.buf.CharChunk","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/CharChunk.java"
"org.apache.catalina.ant.AbstractCatalinaTask","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AbstractCatalinaTask.java","execute(String, InputStream, String, int)","org.apache.catalina.ant.DeployTask","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/DeployTask.java"
"org.apache.catalina.ant.AbstractCatalinaTask","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AbstractCatalinaTask.java","execute(String, InputStream, String, int)","org.apache.catalina.session.ManagerBase","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ManagerBase.java"
"org.apache.tomcat.util.buf.UDecoder","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/UDecoder.java","convert(MessageBytes, boolean)","org.apache.tomcat.util.buf.MessageBytes","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/MessageBytes.java"
"org.apache.tomcat.util.buf.UDecoder","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/UDecoder.java","convert(CharChunk, boolean)","org.apache.tomcat.util.buf.CharChunk","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/CharChunk.java"
"org.apache.tomcat.util.buf.UDecoder","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/UDecoder.java","convert(ByteChunk, boolean)","org.apache.tomcat.util.buf.ByteChunk","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ByteChunk.java"
"org.apache.catalina.tribes.io.ObjectReader","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ObjectReader.java","append(byte, int, int, boolean)","org.apache.catalina.tribes.io.XByteBuffer","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/XByteBuffer.java"
"org.apache.catalina.tribes.io.ObjectReader","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ObjectReader.java","execute()","org.apache.catalina.tribes.io.XByteBuffer","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/XByteBuffer.java"
"org.apache.catalina.tribes.io.ObjectReader","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ObjectReader.java","append(ByteBuffer, int, boolean)","org.apache.catalina.tribes.io.XByteBuffer","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/XByteBuffer.java"
"org.apache.tomcat.util.net.SSLImplementation","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/SSLImplementation.java","getSSLSupport(SSLSession)","org.apache.tomcat.util.net.NioEndpoint","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/NioEndpoint.java"
"org.apache.tomcat.util.net.SSLImplementation","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/SSLImplementation.java","getSSLSupport(SSLSession)","org.apache.coyote.http11.Http11NioProtocol","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Http11NioProtocol.java"
"org.apache.catalina.util.ManifestResource","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ManifestResource.java","getRequiredExtensions(Manifest)","org.apache.catalina.util.Extension","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Extension.java"
"org.apache.catalina.util.ManifestResource","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ManifestResource.java","getAvailableExtensions(Manifest)","org.apache.catalina.util.Extension","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Extension.java"
"org.apache.catalina.startup.Embedded","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Embedded.java","startInternal()","org.apache.catalina.core.StandardService","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/StandardService.java"
"org.apache.catalina.startup.Embedded","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Embedded.java","startInternal()","org.apache.catalina.startup.Catalina","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Catalina.java"
"org.apache.catalina.startup.Embedded","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Embedded.java","createConnector(String, int, String)","org.apache.catalina.connector.Connector","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Connector.java"
"org.apache.catalina.startup.Embedded","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Embedded.java","createConnector(String, int, String)","org.apache.tomcat.util.IntrospectionUtils","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/IntrospectionUtils.java"
"org.apache.jasper.servlet.JspServletWrapper","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/JspServletWrapper.java","service(HttpServletRequest, HttpServletResponse, boolean)","org.apache.jasper.servlet.JspServlet","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/JspServlet.java"
"org.apache.el.parser.ParseException","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ParseException.java","initialise(Token, int, String)","org.apache.el.parser.Token","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Token.java"
"org.apache.catalina.mbeans.ContextResourceLinkMBean","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ContextResourceLinkMBean.java","setAttribute(Attribute)","org.apache.catalina.deploy.ResourceBase","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ResourceBase.java"
"org.apache.catalina.mbeans.ContextResourceLinkMBean","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ContextResourceLinkMBean.java","getAttribute(String)","org.apache.catalina.deploy.ResourceBase","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ResourceBase.java"
