EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigClassifierBox.java","updateOperations()","org.argouml.uml.diagram.ui.FigFeaturesCompartment","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigFeaturesCompartment.java"
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigClassifierBox.java","updateOperations()","org.argouml.uml.diagram.static_structure.ui.FigClass","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigClass.java"
"org.argouml.uml.cognitive.critics.CrNoOperations","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrNoOperations.java","initWizard(Wizard)","org.argouml.uml.cognitive.critics.CrNoInstanceVariables","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrNoInstanceVariables.java"
"org.argouml.uml.cognitive.critics.CrNoOperations","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrNoOperations.java","predicate2(Object, Designer)","org.argouml.uml.cognitive.critics.CrNoAssociations","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrNoAssociations.java"
"org.argouml.uml.diagram.ui.FigEdgeModelElement","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigEdgeModelElement.java","getTipString(MouseEvent)","org.argouml.uml.diagram.ui.FigNodeModelElement","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigNodeModelElement.java"
"org.argouml.uml.diagram.ui.FigEdgeModelElement","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigEdgeModelElement.java","setLayer(Layer)","org.argouml.uml.diagram.ui.FigNodeModelElement","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigNodeModelElement.java"
"org.argouml.uml.ui.behavior.state_machines.ActionNewEvent","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionNewEvent.java","getAction(String, Object)","org.argouml.uml.ui.behavior.common_behavior.ActionNewAction","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionNewAction.java"
"org.argouml.uml.ui.behavior.state_machines.ActionNewEvent","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionNewEvent.java","actionPerformed(ActionEvent)","org.argouml.uml.generator.ParserDisplay","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ParserDisplay.java"
"org.argouml.uml.generator.PropertySpecialString","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ParserDisplay.java","invoke(Object, String, String)","org.argouml.uml.generator.ParserDisplay","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ParserDisplay.java"
"org.argouml.uml.diagram.deployment.ui.FigComponent","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigComponent.java","setEnclosingFig(Fig)","org.argouml.uml.diagram.deployment.ui.FigComponentInstance","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigComponentInstance.java"
"org.argouml.uml.ui.model_management.PropPanelSubsystem","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/PropPanelSubsystem.java","actionPerformed(ActionEvent)","org.argouml.ui.targetmanager.TargetManager","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/TargetManager.java"
"org.argouml.uml.diagram.ui.ActionCompartmentDisplay","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionCompartmentDisplay.java","actionPerformed(ActionEvent)","org.argouml.uml.diagram.static_structure.ui.FigInterface","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigInterface.java"
"org.argouml.uml.diagram.ui.ActionCompartmentDisplay","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionCompartmentDisplay.java","actionPerformed(ActionEvent)","org.argouml.uml.diagram.static_structure.ui.FigClass","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigClass.java"
"org.argouml.cognitive.ui.GoListToOffenderToItem","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/GoListToOffenderToItem.java","getChildren(Object)","org.argouml.cognitive.ui.AddToDoItemDialog","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/AddToDoItemDialog.java"
"org.argouml.cognitive.ui.GoListToOffenderToItem","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/GoListToOffenderToItem.java","getChildren(Object)","org.argouml.cognitive.ui.GoListToPosterToItem","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/GoListToPosterToItem.java"
"org.argouml.uml.generator.GeneratorDisplay","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/GeneratorDisplay.java","generateOperation(Object, boolean)","org.argouml.notation.Notation","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/Notation.java"
"org.argouml.uml.generator.GeneratorDisplay","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/GeneratorDisplay.java","generateAttribute(Object, boolean)","org.argouml.notation.Notation","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/Notation.java"
"org.argouml.uml.ui.behavior.use_cases.PropPanelExtensionPoint","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/PropPanelExtensionPoint.java","actionPerformed(ActionEvent)","org.argouml.ui.targetmanager.TargetManager","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/TargetManager.java"
"org.argouml.uml.diagram.use_case.ui.FigActor","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigActor.java","updateStereotypeText()","org.argouml.uml.diagram.ui.FigNodeModelElement","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigNodeModelElement.java"
"org.argouml.uml.ui.behavior.common_behavior.ActionNewReception","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionNewReception.java","actionPerformed(ActionEvent)","org.argouml.ui.targetmanager.TargetManager","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/TargetManager.java"
"org.argouml.uml.diagram.ui.ActionAddOperation","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionAddOperation.java","shouldBeEnabled()","org.argouml.ui.targetmanager.TargetManager","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/TargetManager.java"
"org.argouml.uml.diagram.ui.ActionAddOperation","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionAddOperation.java","actionPerformed(ActionEvent)","org.argouml.ui.targetmanager.TargetManager","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/TargetManager.java"
"org.argouml.uml.ui.foundation.core.ActionNewClass","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ActionNewClass.java","actionPerformed(ActionEvent)","org.argouml.ui.targetmanager.TargetManager","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/TargetManager.java"
"org.argouml.uml.diagram.static_structure.ui.FigPackage","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigPackage.java","createClassDiagram(Object, String, Project)","org.argouml.kernel.Project","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/Project.java"
"org.argouml.uml.diagram.static_structure.ui.FigPackage","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigPackage.java","textEditStarted(FigText)","org.argouml.uml.diagram.ui.FigNodeModelElement","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigNodeModelElement.java"
"org.argouml.uml.diagram.static_structure.ui.FigPackage","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigPackage.java","textEditStarted(FigText)","org.argouml.uml.diagram.use_case.ui.FigUseCase","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigUseCase.java"
"org.argouml.cognitive.Designer","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/Designer.java","isConsidering(Decision)","org.argouml.cognitive.Decision","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/Decision.java"
"org.argouml.uml.cognitive.critics.CrReservedName","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrReservedName.java","initWizard(Wizard)","org.argouml.uml.cognitive.critics.WizMEName","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/WizMEName.java"
"org.argouml.pattern.cognitive.critics.CrConsiderSingleton","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrConsiderSingleton.java","predicate2(Object, Designer)","org.argouml.uml.cognitive.critics.CrNoAssociations","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrNoAssociations.java"
"org.argouml.pattern.cognitive.critics.CrConsiderSingleton","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrConsiderSingleton.java","predicate2(Object, Designer)","org.argouml.uml.cognitive.critics.CrConstructorNeeded","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/CrConstructorNeeded.java"
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigEdgeNote.java","setOwner(Object)","org.argouml.uml.diagram.ui.FigNodeModelElement","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/FigNodeModelElement.java"
"org.argouml.persistence.ToDoItemXMLHelper","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ToDoItemXMLHelper.java","getPriority()","org.argouml.cognitive.ToDoItem","https://github.com/antoineBarbez/feature_envy/blob/master/argouml/ToDoItem.java"
