EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"org.gjt.sp.jedit.pluginmgr.PluginList","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/PluginList.java","addPlugin(Plugin)","org.gjt.sp.jedit.textarea.JEditTextArea","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/JEditTextArea.java"
"org.gjt.sp.jedit.pluginmgr.PluginList","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/PluginList.java","canSatisfy()","org.gjt.sp.jedit.jEdit","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/jEdit.java"
"org.gjt.sp.jedit.pluginmgr.PluginList","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/PluginList.java","install(Roster, String, boolean)","org.gjt.sp.jedit.jEdit","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/jEdit.java"
"org.gjt.sp.jedit.pluginmgr.PluginList","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/PluginList.java","install(Roster, String, boolean)","org.gjt.sp.jedit.PluginJAR","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/PluginJAR.java"
"org.gjt.sp.jedit.PluginJAR","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/PluginJAR.java","startPlugin()","org.gjt.sp.jedit.EditPlugin","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/EditPlugin.java"
"org.gjt.sp.jedit.print.BufferPrinter1_4","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/BufferPrinter1_4.java","print(View, Buffer, boolean)","org.gjt.sp.jedit.print.BufferPrintable","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/BufferPrintable.java"
"org.gjt.sp.jedit.print.BufferPrinter1_4","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/BufferPrinter1_4.java","print(View, Buffer, boolean)","org.gjt.sp.jedit.print.BufferPrinter1_3","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/BufferPrinter1_3.java"
"org.gjt.sp.jedit.gui.CloseDialog","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/CloseDialog.java","actionPerformed(ActionEvent)","org.gjt.sp.jedit.textarea.JEditTextArea","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/JEditTextArea.java"
"org.gjt.sp.jedit.search.HyperSearchRequest","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/HyperSearchRequest.java","searchInSelection(Buffer)","org.gjt.sp.jedit.jEdit","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/jEdit.java"
"org.gjt.sp.jedit.search.HyperSearchRequest","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/HyperSearchRequest.java","doHyperSearch(Buffer, int, int, DefaultMutableTreeNode)","org.gjt.sp.jedit.buffer.JEditBuffer","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/JEditBuffer.java"
"org.gjt.sp.jedit.AbstractOptionPane","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/AbstractOptionPane.java","addSeparator()","org.gjt.sp.jedit.textarea.ChunkCache","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/ChunkCache.java"
"org.gjt.sp.jedit.AbstractOptionPane","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/AbstractOptionPane.java","addSeparator()","org.gjt.sp.jedit.textarea.JEditTextArea","https://github.com/antoineBarbez/feature_envy/blob/master/jedit/JEditTextArea.java"
