EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"com.android.internal.telephony.gsm.SmsCbHeader","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbHeader.java","getCmasCertainty()","com.android.internal.telephony.gsm.SmsCbConstants","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbConstants.java"
"com.android.internal.telephony.gsm.SmsCbHeader","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbHeader.java","getCmasMessageClass()","com.android.internal.telephony.gsm.SmsCbConstants","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbConstants.java"
"com.android.internal.telephony.gsm.SmsCbHeader","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbHeader.java","getCmasMessageClass()","android.telephony.SmsCbCmasInfo","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbCmasInfo.java"
"com.android.internal.telephony.gsm.SmsCbHeader","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbHeader.java","getCmasUrgency()","com.android.internal.telephony.gsm.SmsCbConstants","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsCbConstants.java"
"com.android.internal.telephony.SmsUsageMonitor","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SmsUsageMonitor.java","mergeShortCodeCategories(int, int)","com.android.internal.telephony.SMSDispatcher","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/SMSDispatcher.java"
"com.android.internal.telephony.cat.CatService","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CatService.java","handleCmdResponse(CatResponseMessage)","com.android.internal.telephony.cat.CatResponseMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CatResponseMessage.java"
"com.android.internal.telephony.cat.CatResponseMessage","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CatResponseMessage.java","setAdditionalInfo(int)","com.android.internal.telephony.cat.CatService","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CatService.java"
"com.android.internal.telephony.gsm.GsmDataConnectionTracker","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/GsmDataConnectionTracker.java","createApnList(Cursor)","android.provider.Telephony","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/Telephony.java"
"com.android.internal.telephony.gsm.GsmDataConnectionTracker","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/GsmDataConnectionTracker.java","dispose()","com.android.internal.telephony.cdma.CdmaDataConnectionTracker","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/CdmaDataConnectionTracker.java"
"com.android.internal.telephony.gsm.GsmDataConnectionTracker","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/GsmDataConnectionTracker.java","applyNewState(ApnContext, boolean, boolean)","com.android.internal.telephony.ApnContext","https://github.com/antoineBarbez/feature_envy/blob/master/android-frameworks-opt-telephony/ApnContext.java"
"android.support.v4.app.FragmentState","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/Fragment.java","instantiate(FragmentActivity)","android.support.v4.app.FragmentManagerImpl","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/FragmentManager.java"
"android.support.v4.view.PagerTitleStrip","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/PagerTitleStrip.java","updateText(int, PagerAdapter)","android.support.v4.view.ViewPager","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/ViewPager.java"
"android.support.v4.view.PagerTitleStrip","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/PagerTitleStrip.java","updateAdapter(PagerAdapter, PagerAdapter)","android.support.v4.view.ViewPager","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/ViewPager.java"
"android.support.v4.view.PagerTitleStrip","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/PagerTitleStrip.java","onDetachedFromWindow()","android.support.v4.view.ViewPager","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/ViewPager.java"
"android.support.v4.app.TaskStackBuilder","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/TaskStackBuilder.java","startActivities(Bundle)","android.support.v4.app.ActivityCompat","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/ActivityCompat.java"
"android.support.v4.view.PagerAdapter","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/PagerAdapter.java","getPageWidth(int)","android.support.v4.view.ViewPager","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/ViewPager.java"
"android.support.v4.view.PagerAdapter","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/PagerAdapter.java","getPageWidth(int)","android.support.v4.view.PagerTitleStrip","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/PagerTitleStrip.java"
"android.support.v4.app.FragmentManagerImpl","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/FragmentManager.java","saveFragmentInstanceState(Fragment)","android.support.v4.app.Fragment","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/Fragment.java"
"android.support.v4.app.FragmentManagerImpl","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/FragmentManager.java","dispatchOptionsItemSelected(MenuItem)","android.support.v4.app.Fragment","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/Fragment.java"
"android.support.v4.app.FragmentManagerImpl","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/FragmentManager.java","startPendingDeferredFragments()","android.support.v4.app.LoaderManagerImpl","https://github.com/antoineBarbez/feature_envy/blob/master/android-platform-support/LoaderManager.java"
