EMBED_CLASS,LINK_EMBED,METHOD,ENVIED_CLASS,LINK_ENVIED
"org.apache.catalina.valves.ErrorReportValve","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ErrorReportValve.java","report(Request, Response, Throwable)","org.apache.catalina.connector.Response","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Response.java"
"org.apache.catalina.startup.CallMethodMultiRule","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/WebRuleSet.java","end(String, String)","org.apache.catalina.startup.ContextConfig","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ContextConfig.java"
"org.apache.catalina.startup.CallMethodMultiRule","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/WebRuleSet.java","end(String, String)","org.apache.catalina.startup.PasswdUserDatabase","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/PasswdUserDatabase.java"
"org.apache.jasper.compiler.TagLibraryInfoImpl","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/TagLibraryInfoImpl.java","generateTLDLocation(String, JspCompilationContext)","org.apache.jasper.JspCompilationContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/JspCompilationContext.java"
"org.apache.tomcat.util.net.AbstractEndpoint","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AbstractEndpoint.java","setSoLinger(int)","org.apache.tomcat.util.net.SocketProperties","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/SocketProperties.java"
"org.apache.catalina.startup.DigesterFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/DigesterFactory.java","registerLocalSchema(SchemaResolver)","org.apache.catalina.startup.Constants","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Constants.java"
"org.apache.catalina.startup.DigesterFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/DigesterFactory.java","newDigester(boolean, boolean, RuleSet)","org.apache.tomcat.util.digester.Digester","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Digester.java"
"org.apache.catalina.mbeans.MBeanFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/MBeanFactory.java","createJDBCRealm(String, String, String, String, String)","org.apache.catalina.realm.JDBCRealm","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/JDBCRealm.java"
"org.apache.catalina.mbeans.MBeanFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/MBeanFactory.java","createDataSourceRealm(String, String, String, String, String, String, String)","org.apache.catalina.realm.DataSourceRealm","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/DataSourceRealm.java"
"org.apache.catalina.mbeans.MBeanFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/MBeanFactory.java","createStandardHost(String, String, String, boolean, boolean, boolean, boolean)","org.apache.catalina.core.StandardHost","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/StandardHost.java"
"org.apache.catalina.mbeans.MBeanFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/MBeanFactory.java","createConnector(String, String, int, boolean, boolean)","org.apache.catalina.connector.Connector","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Connector.java"
"org.apache.catalina.core.StandardHostValve","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/StandardHostValve.java","custom(Request, Response, ErrorPage)","org.apache.catalina.connector.Response","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Response.java"
"org.apache.catalina.core.StandardHostValve","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/StandardHostValve.java","status(Request, Response)","org.apache.catalina.connector.Response","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Response.java"
"org.apache.catalina.core.StandardHostValve","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/StandardHostValve.java","status(Request, Response)","org.apache.catalina.connector.Request","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Request.java"
"org.apache.tomcat.util.http.Cookies","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Cookies.java","unescapeDoubleQuotes(ByteChunk)","org.apache.tomcat.util.buf.ByteChunk","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ByteChunk.java"
"org.apache.tomcat.util.http.Cookies","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Cookies.java","getTokenEndPosition(byte, int, int, int, boolean)","org.apache.tomcat.util.http.CookieSupport","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/CookieSupport.java"
"org.apache.catalina.core.NamingContextListener","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/NamingContextListener.java","addEjb(ContextEjb)","org.apache.catalina.deploy.ContextEjb","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ContextEjb.java"
"org.apache.jasper.compiler.Validator","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Validator.java","isExpression(Node, String, boolean)","org.apache.jasper.compiler.PageInfo","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/PageInfo.java"
"org.apache.catalina.core.ApplicationFilterFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ApplicationFilterFactory.java","matchFiltersURL(FilterMap, String)","org.apache.catalina.deploy.FilterMap","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/FilterMap.java"
"org.apache.catalina.core.ApplicationFilterFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ApplicationFilterFactory.java","matchDispatcher(FilterMap, DispatcherType)","org.apache.catalina.deploy.FilterMap","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/FilterMap.java"
"org.apache.catalina.core.ApplicationFilterFactory","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ApplicationFilterFactory.java","matchFiltersServlet(FilterMap, String)","org.apache.catalina.deploy.FilterMap","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/FilterMap.java"
"org.apache.jasper.compiler.Compiler","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Compiler.java","isOutDated(boolean)","org.apache.jasper.JspCompilationContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/JspCompilationContext.java"
"org.apache.coyote.http11.Http11Processor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Http11Processor.java","prepareResponse()","org.apache.coyote.http11.Http11AprProcessor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Http11AprProcessor.java"
"org.apache.coyote.http11.Http11Processor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Http11Processor.java","prepareResponse()","org.apache.coyote.http11.Http11NioProcessor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/Http11NioProcessor.java"
"org.apache.coyote.ajp.AjpAprProcessor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AjpAprProcessor.java","prepareResponse()","org.apache.coyote.ajp.AjpProcessor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AjpProcessor.java"
"org.apache.coyote.ajp.AjpAprProcessor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AjpAprProcessor.java","prepareResponse()","org.apache.coyote.http11.InternalAprOutputBuffer","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/InternalAprOutputBuffer.java"
"org.apache.coyote.ajp.AjpAprProcessor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AjpAprProcessor.java","action(ActionCode, Object)","org.apache.coyote.ajp.AjpProcessor","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AjpProcessor.java"
"org.apache.el.parser.AstIdentifier","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AstIdentifier.java","setValue(EvaluationContext, Object)","org.apache.el.lang.EvaluationContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/EvaluationContext.java"
"org.apache.el.parser.AstIdentifier","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AstIdentifier.java","getType(EvaluationContext)","org.apache.el.lang.EvaluationContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/EvaluationContext.java"
"org.apache.el.parser.AstIdentifier","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AstIdentifier.java","isReadOnly(EvaluationContext)","org.apache.el.lang.EvaluationContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/EvaluationContext.java"
"org.apache.el.parser.AstIdentifier","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AstIdentifier.java","getValue(EvaluationContext)","org.apache.el.lang.EvaluationContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/EvaluationContext.java"
"org.apache.catalina.ha.session.BackupManager","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/BackupManager.java","objectMadePrimay(Object, Object)","org.apache.catalina.ha.context.ReplicatedContext","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ReplicatedContext.java"
"org.apache.catalina.ha.session.BackupManager","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/BackupManager.java","objectMadePrimay(Object, Object)","org.apache.catalina.tribes.tipis.AbstractReplicatedMap","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/AbstractReplicatedMap.java"
"org.apache.catalina.mbeans.ContextResourceMBean","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ContextResourceMBean.java","setAttribute(Attribute)","org.apache.catalina.deploy.ResourceBase","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ResourceBase.java"
"org.apache.catalina.mbeans.ContextResourceMBean","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ContextResourceMBean.java","getAttribute(String)","org.apache.catalina.deploy.ResourceBase","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/ResourceBase.java"
"org.apache.tomcat.util.modeler.modules.MbeansSource","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/MbeansSource.java","processArg(Node)","org.apache.tomcat.util.DomUtil","https://github.com/antoineBarbez/feature_envy/blob/master/apache-tomcat/DomUtil.java"
