NORM_NAME;NAME
com.android.internal.telephony.DataConnection.log(string);DataConnection.log(String)
com.android.internal.telephony.DataConnection.shutDown();DataConnection.shutDown()
com.android.internal.telephony.DataConnection.tearDownData(object);DataConnection.tearDownData(Object)
com.android.internal.telephony.DataConnection.notifyConnectCompleted(connectionparams, failcause);DataConnection.notifyConnectCompleted(ConnectionParams, FailCause)
com.android.internal.telephony.DataConnection.notifyDisconnectCompleted(boolean, disconnectparams);DataConnection.notifyDisconnectCompleted(DisconnectParams, boolean)
com.android.internal.telephony.DataConnection.getRilRadioTechnology(int);DataConnection.getRilRadioTechnology(int)
com.android.internal.telephony.DataConnection.getDataConnectionId();DataConnection.getDataConnectionId()
com.android.internal.telephony.DataConnection.getRetryCount();DataConnection.getRetryCount()
com.android.internal.telephony.DataConnection.setRetryCount(int);DataConnection.setRetryCount(int)
com.android.internal.telephony.DataConnection.getRetryTimer();DataConnection.getRetryTimer()
com.android.internal.telephony.DataConnection.increaseRetryCount();DataConnection.increaseRetryCount()
com.android.internal.telephony.DataConnection.isRetryNeeded();DataConnection.isRetryNeeded()
com.android.internal.telephony.DataConnection.resetRetryCount();DataConnection.resetRetryCount()
com.android.internal.telephony.DataConnection.retryForeverUsingLastTimeout();DataConnection.retryForeverUsingLastTimeout()
com.android.internal.telephony.DataConnection.isRetryForever();DataConnection.isRetryForever()
com.android.internal.telephony.DataConnection.configureRetry(int, int, int);DataConnection.configureRetry(int, int, int)
com.android.internal.telephony.DataConnection.configureRetry(string);DataConnection.configureRetry(String)
com.android.internal.telephony.DataConnection.clearSettings();DataConnection.clearSettings()
com.android.internal.telephony.DataConnection.onSetupConnectionCompleted(asyncresult);DataConnection.onSetupConnectionCompleted(AsyncResult)
com.android.internal.telephony.DataConnection.getSuggestedRetryTime(asyncresult);DataConnection.getSuggestedRetryTime(AsyncResult)
com.android.internal.telephony.DataConnection.setLinkProperties(datacallstate, linkproperties);DataConnection.setLinkProperties(DataCallState, LinkProperties)
com.android.internal.telephony.DataConnection.updateLinkProperty(datacallstate);DataConnection.updateLinkProperty(DataCallState)
com.android.internal.telephony.DataConnection.enter();DataConnection.enter()
com.android.internal.telephony.DataConnection.exit();DataConnection.exit()
com.android.internal.telephony.DataConnection.processMessage(message);DataConnection.processMessage(Message)
com.android.internal.telephony.DataConnection.setEnterNotificationParams(connectionparams, failcause, int);DataConnection.setEnterNotificationParams(ConnectionParams, FailCause, int)
com.android.internal.telephony.DataConnection.setEnterNotificationParams(disconnectparams);DataConnection.setEnterNotificationParams(DisconnectParams)
com.android.internal.telephony.DataConnection.enter();DataConnection.enter()
com.android.internal.telephony.DataConnection.exit();DataConnection.exit()
com.android.internal.telephony.DataConnection.processMessage(message);DataConnection.processMessage(Message)
com.android.internal.telephony.DataConnection.processMessage(message);DataConnection.processMessage(Message)
com.android.internal.telephony.DataConnection.setEnterNotificationParams(connectionparams, failcause);DataConnection.setEnterNotificationParams(ConnectionParams, FailCause)
com.android.internal.telephony.DataConnection.enter();DataConnection.enter()
com.android.internal.telephony.DataConnection.exit();DataConnection.exit()
com.android.internal.telephony.DataConnection.processMessage(message);DataConnection.processMessage(Message)
com.android.internal.telephony.DataConnection.processMessage(message);DataConnection.processMessage(Message)
com.android.internal.telephony.DataConnection.processMessage(message);DataConnection.processMessage(Message)
com.android.internal.telephony.DataConnection.bringUp(apnsetting, message);DataConnection.bringUp(Message, ApnSetting)
com.android.internal.telephony.DataConnection.tearDown(message, string);DataConnection.tearDown(String, Message)
com.android.internal.telephony.DataConnection.tearDownAll(message, string);DataConnection.tearDownAll(String, Message)
com.android.internal.telephony.DataConnection.getWhatToString(int);DataConnection.getWhatToString(int)
com.android.internal.telephony.DataConnection.dump(filedescriptor, printwriter, string);DataConnection.dump(FileDescriptor, PrintWriter, String)
com.android.internal.telephony.Call.isAlive();Call.isAlive()
com.android.internal.telephony.Call.isRinging();Call.isRinging()
com.android.internal.telephony.Call.isDialing();Call.isDialing()
com.android.internal.telephony.Call.getConnections();Call.getConnections()
com.android.internal.telephony.Call.getPhone();Call.getPhone()
com.android.internal.telephony.Call.isMultiparty();Call.isMultiparty()
com.android.internal.telephony.Call.hangup();Call.hangup()
com.android.internal.telephony.Call.hasConnection(connection);Call.hasConnection(Connection)
com.android.internal.telephony.Call.hasConnections();Call.hasConnections()
com.android.internal.telephony.Call.getState();Call.getState()
com.android.internal.telephony.Call.isIdle();Call.isIdle()
com.android.internal.telephony.Call.getEarliestConnection();Call.getEarliestConnection()
com.android.internal.telephony.Call.getEarliestCreateTime();Call.getEarliestCreateTime()
com.android.internal.telephony.Call.getEarliestConnectTime();Call.getEarliestConnectTime()
com.android.internal.telephony.Call.isDialingOrAlerting();Call.isDialingOrAlerting()
com.android.internal.telephony.Call.isRinging();Call.isRinging()
com.android.internal.telephony.Call.getLatestConnection();Call.getLatestConnection()
com.android.internal.telephony.Call.isGeneric();Call.isGeneric()
com.android.internal.telephony.Call.setGeneric(boolean);Call.setGeneric(boolean)
com.android.internal.telephony.Call.hangupIfAlive();Call.hangupIfAlive()
com.android.internal.telephony.DebugService.dump(filedescriptor, printwriter, string);DebugService.dump(FileDescriptor, PrintWriter, String)
com.android.internal.telephony.DebugService.log(string);DebugService.log(String)
com.android.internal.telephony.PhoneBase.setSystemProperty(string, string);PhoneBase.setSystemProperty(String, String)
com.android.internal.telephony.PhoneBase.dispose();PhoneBase.dispose()
com.android.internal.telephony.PhoneBase.removeReferences();PhoneBase.removeReferences()
com.android.internal.telephony.PhoneBase.handleMessage(message);PhoneBase.handleMessage(Message)
com.android.internal.telephony.PhoneBase.getContext();PhoneBase.getContext()
com.android.internal.telephony.PhoneBase.onUpdateIccAvailability();PhoneBase.onUpdateIccAvailability()
com.android.internal.telephony.PhoneBase.disableDnsCheck(boolean);PhoneBase.disableDnsCheck(boolean)
com.android.internal.telephony.PhoneBase.isDnsCheckDisabled();PhoneBase.isDnsCheckDisabled()
com.android.internal.telephony.PhoneBase.registerForPreciseCallStateChanged(handler, int, object);PhoneBase.registerForPreciseCallStateChanged(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForPreciseCallStateChanged(handler);PhoneBase.unregisterForPreciseCallStateChanged(Handler)
com.android.internal.telephony.PhoneBase.notifyPreciseCallStateChangedP();PhoneBase.notifyPreciseCallStateChangedP()
com.android.internal.telephony.PhoneBase.registerForUnknownConnection(handler, int, object);PhoneBase.registerForUnknownConnection(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForUnknownConnection(handler);PhoneBase.unregisterForUnknownConnection(Handler)
com.android.internal.telephony.PhoneBase.registerForNewRingingConnection(handler, int, object);PhoneBase.registerForNewRingingConnection(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForNewRingingConnection(handler);PhoneBase.unregisterForNewRingingConnection(Handler)
com.android.internal.telephony.PhoneBase.registerForInCallVoicePrivacyOn(handler, int, object);PhoneBase.registerForInCallVoicePrivacyOn(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForInCallVoicePrivacyOn(handler);PhoneBase.unregisterForInCallVoicePrivacyOn(Handler)
com.android.internal.telephony.PhoneBase.registerForInCallVoicePrivacyOff(handler, int, object);PhoneBase.registerForInCallVoicePrivacyOff(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForInCallVoicePrivacyOff(handler);PhoneBase.unregisterForInCallVoicePrivacyOff(Handler)
com.android.internal.telephony.PhoneBase.registerForIncomingRing(handler, int, object);PhoneBase.registerForIncomingRing(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForIncomingRing(handler);PhoneBase.unregisterForIncomingRing(Handler)
com.android.internal.telephony.PhoneBase.registerForDisconnect(handler, int, object);PhoneBase.registerForDisconnect(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForDisconnect(handler);PhoneBase.unregisterForDisconnect(Handler)
com.android.internal.telephony.PhoneBase.registerForSuppServiceFailed(handler, int, object);PhoneBase.registerForSuppServiceFailed(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForSuppServiceFailed(handler);PhoneBase.unregisterForSuppServiceFailed(Handler)
com.android.internal.telephony.PhoneBase.registerForMmiInitiate(handler, int, object);PhoneBase.registerForMmiInitiate(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForMmiInitiate(handler);PhoneBase.unregisterForMmiInitiate(Handler)
com.android.internal.telephony.PhoneBase.registerForMmiComplete(handler, int, object);PhoneBase.registerForMmiComplete(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForMmiComplete(handler);PhoneBase.unregisterForMmiComplete(Handler)
com.android.internal.telephony.PhoneBase.getSavedNetworkSelection();PhoneBase.getSavedNetworkSelection()
com.android.internal.telephony.PhoneBase.restoreSavedNetworkSelection(message);PhoneBase.restoreSavedNetworkSelection(Message)
com.android.internal.telephony.PhoneBase.setUnitTestMode(boolean);PhoneBase.setUnitTestMode(boolean)
com.android.internal.telephony.PhoneBase.getUnitTestMode();PhoneBase.getUnitTestMode()
com.android.internal.telephony.PhoneBase.notifyDisconnectP(connection);PhoneBase.notifyDisconnectP(Connection)
com.android.internal.telephony.PhoneBase.registerForServiceStateChanged(handler, int, object);PhoneBase.registerForServiceStateChanged(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForServiceStateChanged(handler);PhoneBase.unregisterForServiceStateChanged(Handler)
com.android.internal.telephony.PhoneBase.registerForRingbackTone(handler, int, object);PhoneBase.registerForRingbackTone(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForRingbackTone(handler);PhoneBase.unregisterForRingbackTone(Handler)
com.android.internal.telephony.PhoneBase.registerForResendIncallMute(handler, int, object);PhoneBase.registerForResendIncallMute(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForResendIncallMute(handler);PhoneBase.unregisterForResendIncallMute(Handler)
com.android.internal.telephony.PhoneBase.setEchoSuppressionEnabled(boolean);PhoneBase.setEchoSuppressionEnabled(boolean)
com.android.internal.telephony.PhoneBase.notifyServiceStateChangedP(servicestate);PhoneBase.notifyServiceStateChangedP(ServiceState)
com.android.internal.telephony.PhoneBase.getSimulatedRadioControl();PhoneBase.getSimulatedRadioControl()
com.android.internal.telephony.PhoneBase.checkCorrectThread(handler);PhoneBase.checkCorrectThread(Handler)
com.android.internal.telephony.PhoneBase.setPropertiesByCarrier();PhoneBase.setPropertiesByCarrier()
com.android.internal.telephony.PhoneBase.getState();PhoneBase.getState()
com.android.internal.telephony.PhoneBase.getIccFileHandler();PhoneBase.getIccFileHandler()
com.android.internal.telephony.PhoneBase.getHandler();PhoneBase.getHandler()
com.android.internal.telephony.PhoneBase.getServiceStateTracker();PhoneBase.getServiceStateTracker()
com.android.internal.telephony.PhoneBase.getCallTracker();PhoneBase.getCallTracker()
com.android.internal.telephony.PhoneBase.getCurrentUiccAppType();PhoneBase.getCurrentUiccAppType()
com.android.internal.telephony.PhoneBase.getIccCard();PhoneBase.getIccCard()
com.android.internal.telephony.PhoneBase.getIccSerialNumber();PhoneBase.getIccSerialNumber()
com.android.internal.telephony.PhoneBase.getIccRecordsLoaded();PhoneBase.getIccRecordsLoaded()
com.android.internal.telephony.PhoneBase.getAllCellInfo();PhoneBase.getAllCellInfo()
com.android.internal.telephony.PhoneBase.getMessageWaitingIndicator();PhoneBase.getMessageWaitingIndicator()
com.android.internal.telephony.PhoneBase.getCallForwardingIndicator();PhoneBase.getCallForwardingIndicator()
com.android.internal.telephony.PhoneBase.queryCdmaRoamingPreference(message);PhoneBase.queryCdmaRoamingPreference(Message)
com.android.internal.telephony.PhoneBase.getSignalStrength();PhoneBase.getSignalStrength()
com.android.internal.telephony.PhoneBase.setCdmaRoamingPreference(int, message);PhoneBase.setCdmaRoamingPreference(int, Message)
com.android.internal.telephony.PhoneBase.setCdmaSubscription(int, message);PhoneBase.setCdmaSubscription(int, Message)
com.android.internal.telephony.PhoneBase.setPreferredNetworkType(int, message);PhoneBase.setPreferredNetworkType(int, Message)
com.android.internal.telephony.PhoneBase.getPreferredNetworkType(message);PhoneBase.getPreferredNetworkType(Message)
com.android.internal.telephony.PhoneBase.getSmscAddress(message);PhoneBase.getSmscAddress(Message)
com.android.internal.telephony.PhoneBase.setSmscAddress(message, string);PhoneBase.setSmscAddress(String, Message)
com.android.internal.telephony.PhoneBase.setTTYMode(int, message);PhoneBase.setTTYMode(int, Message)
com.android.internal.telephony.PhoneBase.queryTTYMode(message);PhoneBase.queryTTYMode(Message)
com.android.internal.telephony.PhoneBase.enableEnhancedVoicePrivacy(boolean, message);PhoneBase.enableEnhancedVoicePrivacy(boolean, Message)
com.android.internal.telephony.PhoneBase.getEnhancedVoicePrivacy(message);PhoneBase.getEnhancedVoicePrivacy(Message)
com.android.internal.telephony.PhoneBase.setBandMode(int, message);PhoneBase.setBandMode(int, Message)
com.android.internal.telephony.PhoneBase.queryAvailableBandMode(message);PhoneBase.queryAvailableBandMode(Message)
com.android.internal.telephony.PhoneBase.invokeOemRilRequestRaw(byte, message);PhoneBase.invokeOemRilRequestRaw(byte, Message)
com.android.internal.telephony.PhoneBase.invokeOemRilRequestStrings(message, string);PhoneBase.invokeOemRilRequestStrings(String, Message)
com.android.internal.telephony.PhoneBase.notifyDataActivity();PhoneBase.notifyDataActivity()
com.android.internal.telephony.PhoneBase.notifyMessageWaitingIndicator();PhoneBase.notifyMessageWaitingIndicator()
com.android.internal.telephony.PhoneBase.notifyDataConnection(phoneconstants, string, string);PhoneBase.notifyDataConnection(String, String, PhoneConstants)
com.android.internal.telephony.PhoneBase.notifyDataConnection(string, string);PhoneBase.notifyDataConnection(String, String)
com.android.internal.telephony.PhoneBase.notifyDataConnection(string);PhoneBase.notifyDataConnection(String)
com.android.internal.telephony.PhoneBase.notifyOtaspChanged(int);PhoneBase.notifyOtaspChanged(int)
com.android.internal.telephony.PhoneBase.notifySignalStrength();PhoneBase.notifySignalStrength()
com.android.internal.telephony.PhoneBase.notifyCellInfo(list);PhoneBase.notifyCellInfo(List)
com.android.internal.telephony.PhoneBase.isInEmergencyCall();PhoneBase.isInEmergencyCall()
com.android.internal.telephony.PhoneBase.isInEcm();PhoneBase.isInEcm()
com.android.internal.telephony.PhoneBase.getPhoneName();PhoneBase.getPhoneName()
com.android.internal.telephony.PhoneBase.getPhoneType();PhoneBase.getPhoneType()
com.android.internal.telephony.PhoneBase.getVoiceMessageCount();PhoneBase.getVoiceMessageCount()
com.android.internal.telephony.PhoneBase.getCdmaEriIconIndex();PhoneBase.getCdmaEriIconIndex()
com.android.internal.telephony.PhoneBase.getCdmaEriIconMode();PhoneBase.getCdmaEriIconMode()
com.android.internal.telephony.PhoneBase.getCdmaEriText();PhoneBase.getCdmaEriText()
com.android.internal.telephony.PhoneBase.getCdmaMin();PhoneBase.getCdmaMin()
com.android.internal.telephony.PhoneBase.isMinInfoReady();PhoneBase.isMinInfoReady()
com.android.internal.telephony.PhoneBase.getCdmaPrlVersion();PhoneBase.getCdmaPrlVersion()
com.android.internal.telephony.PhoneBase.sendBurstDtmf(int, int, message, string);PhoneBase.sendBurstDtmf(String, int, int, Message)
com.android.internal.telephony.PhoneBase.exitEmergencyCallbackMode();PhoneBase.exitEmergencyCallbackMode()
com.android.internal.telephony.PhoneBase.registerForCdmaOtaStatusChange(handler, int, object);PhoneBase.registerForCdmaOtaStatusChange(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForCdmaOtaStatusChange(handler);PhoneBase.unregisterForCdmaOtaStatusChange(Handler)
com.android.internal.telephony.PhoneBase.registerForSubscriptionInfoReady(handler, int, object);PhoneBase.registerForSubscriptionInfoReady(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForSubscriptionInfoReady(handler);PhoneBase.unregisterForSubscriptionInfoReady(Handler)
com.android.internal.telephony.PhoneBase.needsOtaServiceProvisioning();PhoneBase.needsOtaServiceProvisioning()
com.android.internal.telephony.PhoneBase.isOtaSpNumber(string);PhoneBase.isOtaSpNumber(String)
com.android.internal.telephony.PhoneBase.registerForCallWaiting(handler, int, object);PhoneBase.registerForCallWaiting(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForCallWaiting(handler);PhoneBase.unregisterForCallWaiting(Handler)
com.android.internal.telephony.PhoneBase.registerForEcmTimerReset(handler, int, object);PhoneBase.registerForEcmTimerReset(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForEcmTimerReset(handler);PhoneBase.unregisterForEcmTimerReset(Handler)
com.android.internal.telephony.PhoneBase.registerForSignalInfo(handler, int, object);PhoneBase.registerForSignalInfo(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForSignalInfo(handler);PhoneBase.unregisterForSignalInfo(Handler)
com.android.internal.telephony.PhoneBase.registerForDisplayInfo(handler, int, object);PhoneBase.registerForDisplayInfo(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForDisplayInfo(handler);PhoneBase.unregisterForDisplayInfo(Handler)
com.android.internal.telephony.PhoneBase.registerForNumberInfo(handler, int, object);PhoneBase.registerForNumberInfo(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForNumberInfo(handler);PhoneBase.unregisterForNumberInfo(Handler)
com.android.internal.telephony.PhoneBase.registerForRedirectedNumberInfo(handler, int, object);PhoneBase.registerForRedirectedNumberInfo(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForRedirectedNumberInfo(handler);PhoneBase.unregisterForRedirectedNumberInfo(Handler)
com.android.internal.telephony.PhoneBase.registerForLineControlInfo(handler, int, object);PhoneBase.registerForLineControlInfo(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForLineControlInfo(handler);PhoneBase.unregisterForLineControlInfo(Handler)
com.android.internal.telephony.PhoneBase.registerFoT53ClirlInfo(handler, int, object);PhoneBase.registerFoT53ClirlInfo(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForT53ClirInfo(handler);PhoneBase.unregisterForT53ClirInfo(Handler)
com.android.internal.telephony.PhoneBase.registerForT53AudioControlInfo(handler, int, object);PhoneBase.registerForT53AudioControlInfo(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unregisterForT53AudioControlInfo(handler);PhoneBase.unregisterForT53AudioControlInfo(Handler)
com.android.internal.telephony.PhoneBase.setOnEcbModeExitResponse(handler, int, object);PhoneBase.setOnEcbModeExitResponse(Handler, int, Object)
com.android.internal.telephony.PhoneBase.unsetOnEcbModeExitResponse(handler);PhoneBase.unsetOnEcbModeExitResponse(Handler)
com.android.internal.telephony.PhoneBase.getActiveApnTypes();PhoneBase.getActiveApnTypes()
com.android.internal.telephony.PhoneBase.getActiveApnHost(string);PhoneBase.getActiveApnHost(String)
com.android.internal.telephony.PhoneBase.getLinkProperties(string);PhoneBase.getLinkProperties(String)
com.android.internal.telephony.PhoneBase.getLinkCapabilities(string);PhoneBase.getLinkCapabilities(String)
com.android.internal.telephony.PhoneBase.enableApnType(string);PhoneBase.enableApnType(String)
com.android.internal.telephony.PhoneBase.disableApnType(string);PhoneBase.disableApnType(String)
com.android.internal.telephony.PhoneBase.isDataConnectivityPossible();PhoneBase.isDataConnectivityPossible()
com.android.internal.telephony.PhoneBase.isDataConnectivityPossible(string);PhoneBase.isDataConnectivityPossible(String)
com.android.internal.telephony.PhoneBase.notifyNewRingingConnectionP(connection);PhoneBase.notifyNewRingingConnectionP(Connection)
com.android.internal.telephony.PhoneBase.notifyIncomingRing();PhoneBase.notifyIncomingRing()
com.android.internal.telephony.PhoneBase.sendIncomingCallRingNotification(int);PhoneBase.sendIncomingCallRingNotification(int)
com.android.internal.telephony.PhoneBase.isCspPlmnEnabled();PhoneBase.isCspPlmnEnabled()
com.android.internal.telephony.PhoneBase.getIsimRecords();PhoneBase.getIsimRecords()
com.android.internal.telephony.PhoneBase.requestIsimAuthentication(message, string);PhoneBase.requestIsimAuthentication(String, Message)
com.android.internal.telephony.PhoneBase.getMsisdn();PhoneBase.getMsisdn()
com.android.internal.telephony.PhoneBase.logUnexpectedCdmaMethodCall(string);PhoneBase.logUnexpectedCdmaMethodCall(String)
com.android.internal.telephony.PhoneBase.getDataConnectionState();PhoneBase.getDataConnectionState()
com.android.internal.telephony.PhoneBase.logUnexpectedGsmMethodCall(string);PhoneBase.logUnexpectedGsmMethodCall(String)
com.android.internal.telephony.PhoneBase.notifyCallForwardingIndicator();PhoneBase.notifyCallForwardingIndicator()
com.android.internal.telephony.PhoneBase.notifyDataConnectionFailed(string, string);PhoneBase.notifyDataConnectionFailed(String, String)
com.android.internal.telephony.PhoneBase.getLteOnCdmaMode();PhoneBase.getLteOnCdmaMode()
com.android.internal.telephony.PhoneBase.setVoiceMessageWaiting(int, int);PhoneBase.setVoiceMessageWaiting(int, int)
com.android.internal.telephony.PhoneBase.getUsimServiceTable();PhoneBase.getUsimServiceTable()
com.android.internal.telephony.PhoneBase.dump(filedescriptor, printwriter, string);PhoneBase.dump(FileDescriptor, PrintWriter, String)
com.android.internal.telephony.RILRequest.obtain(int, message);RILRequest.obtain(int, Message)
com.android.internal.telephony.RILRequest.release();RILRequest.release()
com.android.internal.telephony.RILRequest.resetSerial();RILRequest.resetSerial()
com.android.internal.telephony.RILRequest.serialString();RILRequest.serialString()
com.android.internal.telephony.RILRequest.onError(int, object);RILRequest.onError(int, Object)
com.android.internal.telephony.RIL.onReceive(context, intent);RIL.onReceive(Context, Intent)
com.android.internal.telephony.RIL.run();RIL.run()
com.android.internal.telephony.RIL.handleMessage(message);RIL.handleMessage(Message)
com.android.internal.telephony.RIL.readRilMessage(byte, inputstream);RIL.readRilMessage(InputStream, byte)
com.android.internal.telephony.RIL.run();RIL.run()
com.android.internal.telephony.RIL.getVoiceRadioTechnology(message);RIL.getVoiceRadioTechnology(Message)
com.android.internal.telephony.RIL.setOnNITZTime(handler, int, object);RIL.setOnNITZTime(Handler, int, Object)
com.android.internal.telephony.RIL.getIccCardStatus(message);RIL.getIccCardStatus(Message)
com.android.internal.telephony.RIL.supplyIccPin(message, string);RIL.supplyIccPin(String, Message)
com.android.internal.telephony.RIL.supplyIccPinForApp(message, string, string);RIL.supplyIccPinForApp(String, String, Message)
com.android.internal.telephony.RIL.supplyIccPuk(message, string, string);RIL.supplyIccPuk(String, String, Message)
com.android.internal.telephony.RIL.supplyIccPukForApp(message, string, string, string);RIL.supplyIccPukForApp(String, String, String, Message)
com.android.internal.telephony.RIL.supplyIccPin2(message, string);RIL.supplyIccPin2(String, Message)
com.android.internal.telephony.RIL.supplyIccPin2ForApp(message, string, string);RIL.supplyIccPin2ForApp(String, String, Message)
com.android.internal.telephony.RIL.supplyIccPuk2(message, string, string);RIL.supplyIccPuk2(String, String, Message)
com.android.internal.telephony.RIL.supplyIccPuk2ForApp(message, string, string, string);RIL.supplyIccPuk2ForApp(String, String, String, Message)
com.android.internal.telephony.RIL.changeIccPin(message, string, string);RIL.changeIccPin(String, String, Message)
com.android.internal.telephony.RIL.changeIccPinForApp(message, string, string, string);RIL.changeIccPinForApp(String, String, String, Message)
com.android.internal.telephony.RIL.changeIccPin2(message, string, string);RIL.changeIccPin2(String, String, Message)
com.android.internal.telephony.RIL.changeIccPin2ForApp(message, string, string, string);RIL.changeIccPin2ForApp(String, String, String, Message)
com.android.internal.telephony.RIL.changeBarringPassword(message, string, string, string);RIL.changeBarringPassword(String, String, String, Message)
com.android.internal.telephony.RIL.supplyNetworkDepersonalization(message, string);RIL.supplyNetworkDepersonalization(String, Message)
com.android.internal.telephony.RIL.getCurrentCalls(message);RIL.getCurrentCalls(Message)
com.android.internal.telephony.RIL.getPDPContextList(message);RIL.getPDPContextList(Message)
com.android.internal.telephony.RIL.getDataCallList(message);RIL.getDataCallList(Message)
com.android.internal.telephony.RIL.dial(int, message, string);RIL.dial(String, int, Message)
com.android.internal.telephony.RIL.dial(int, message, string, uusinfo);RIL.dial(String, int, UUSInfo, Message)
com.android.internal.telephony.RIL.getIMSI(message);RIL.getIMSI(Message)
com.android.internal.telephony.RIL.getIMSIForApp(message, string);RIL.getIMSIForApp(String, Message)
com.android.internal.telephony.RIL.getIMEI(message);RIL.getIMEI(Message)
com.android.internal.telephony.RIL.getIMEISV(message);RIL.getIMEISV(Message)
com.android.internal.telephony.RIL.hangupConnection(int, message);RIL.hangupConnection(int, Message)
com.android.internal.telephony.RIL.hangupWaitingOrBackground(message);RIL.hangupWaitingOrBackground(Message)
com.android.internal.telephony.RIL.hangupForegroundResumeBackground(message);RIL.hangupForegroundResumeBackground(Message)
com.android.internal.telephony.RIL.switchWaitingOrHoldingAndActive(message);RIL.switchWaitingOrHoldingAndActive(Message)
com.android.internal.telephony.RIL.conference(message);RIL.conference(Message)
com.android.internal.telephony.RIL.setPreferredVoicePrivacy(boolean, message);RIL.setPreferredVoicePrivacy(boolean, Message)
com.android.internal.telephony.RIL.getPreferredVoicePrivacy(message);RIL.getPreferredVoicePrivacy(Message)
com.android.internal.telephony.RIL.separateConnection(int, message);RIL.separateConnection(int, Message)
com.android.internal.telephony.RIL.acceptCall(message);RIL.acceptCall(Message)
com.android.internal.telephony.RIL.rejectCall(message);RIL.rejectCall(Message)
com.android.internal.telephony.RIL.explicitCallTransfer(message);RIL.explicitCallTransfer(Message)
com.android.internal.telephony.RIL.getLastCallFailCause(message);RIL.getLastCallFailCause(Message)
com.android.internal.telephony.RIL.getLastPdpFailCause(message);RIL.getLastPdpFailCause(Message)
com.android.internal.telephony.RIL.getLastDataCallFailCause(message);RIL.getLastDataCallFailCause(Message)
com.android.internal.telephony.RIL.setMute(boolean, message);RIL.setMute(boolean, Message)
com.android.internal.telephony.RIL.getMute(message);RIL.getMute(Message)
com.android.internal.telephony.RIL.getSignalStrength(message);RIL.getSignalStrength(Message)
com.android.internal.telephony.RIL.getVoiceRegistrationState(message);RIL.getVoiceRegistrationState(Message)
com.android.internal.telephony.RIL.getDataRegistrationState(message);RIL.getDataRegistrationState(Message)
com.android.internal.telephony.RIL.getOperator(message);RIL.getOperator(Message)
com.android.internal.telephony.RIL.sendDtmf(char, message);RIL.sendDtmf(char, Message)
com.android.internal.telephony.RIL.startDtmf(char, message);RIL.startDtmf(char, Message)
com.android.internal.telephony.RIL.stopDtmf(message);RIL.stopDtmf(Message)
com.android.internal.telephony.RIL.sendBurstDtmf(int, int, message, string);RIL.sendBurstDtmf(String, int, int, Message)
com.android.internal.telephony.RIL.sendSMS(message, string, string);RIL.sendSMS(String, String, Message)
com.android.internal.telephony.RIL.sendCdmaSms(byte, message);RIL.sendCdmaSms(byte, Message)
com.android.internal.telephony.RIL.deleteSmsOnSim(int, message);RIL.deleteSmsOnSim(int, Message)
com.android.internal.telephony.RIL.deleteSmsOnRuim(int, message);RIL.deleteSmsOnRuim(int, Message)
com.android.internal.telephony.RIL.writeSmsToSim(int, message, string, string);RIL.writeSmsToSim(int, String, String, Message)
com.android.internal.telephony.RIL.writeSmsToRuim(int, message, string);RIL.writeSmsToRuim(int, String, Message)
com.android.internal.telephony.RIL.translateStatus(int);RIL.translateStatus(int)
com.android.internal.telephony.RIL.setupDataCall(message, string, string, string, string, string, string, string);RIL.setupDataCall(String, String, String, String, String, String, String, Message)
com.android.internal.telephony.RIL.deactivateDataCall(int, int, message);RIL.deactivateDataCall(int, int, Message)
com.android.internal.telephony.RIL.setRadioPower(boolean, message);RIL.setRadioPower(boolean, Message)
com.android.internal.telephony.RIL.setSuppServiceNotifications(boolean, message);RIL.setSuppServiceNotifications(boolean, Message)
com.android.internal.telephony.RIL.acknowledgeLastIncomingGsmSms(boolean, int, message);RIL.acknowledgeLastIncomingGsmSms(boolean, int, Message)
com.android.internal.telephony.RIL.acknowledgeLastIncomingCdmaSms(boolean, int, message);RIL.acknowledgeLastIncomingCdmaSms(boolean, int, Message)
