Class;Method;DeclaringClass;NbFields
macos.MacOSOptionPane;_save();macos.MacOSOptionPane;3
macos.MacOSOptionPane;_save();javax.swing.AbstractButton;1
macos.MacOSOptionPane;_save();org.gjt.sp.jedit.jEdit;1
macos.MacOSOptionPane;_init();macos.MacOSOptionPane;4
macos.MacOSOptionPane;_init();org.gjt.sp.jedit.jEdit;1
macos.MacOSOptionPane;getSettings();macos.MacOSOptionPane;3
macos.MacOSOptionPane;getSettings();javax.swing.AbstractButton;1
macos.MacOSOptionPane;getSettings();org.gjt.sp.jedit.jEdit;1
macos.script.ScriptFilter;accept(java.io.File);java.io.File;1
macos.script.AppleScriptHandler;runMacro(org.gjt.sp.jedit.Macros.Macro, org.gjt.sp.jedit.View);macos.script.AppleScriptHandler;1
macos.script.AppleScriptHandler;accept(java.lang.String);macos.script.AppleScriptHandler;1
macos.Delegate;handleOpenFile(org.gjt.sp.jedit.msg.ViewUpdate);org.gjt.sp.jedit.msg.ViewUpdate;3
macos.Delegate;handleOpenFile(org.gjt.sp.jedit.msg.ViewUpdate);macos.Delegate;1
macos.Delegate;handlePreferences(com.apple.eawt.ApplicationEvent);com.apple.eawt.ApplicationEvent;1
macos.Delegate;handlePreferences(com.apple.eawt.ApplicationEvent);org.gjt.sp.jedit.jEdit;1
macos.Delegate;openFile(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.jEdit;2
macos.Delegate;openFile(java.lang.String, macos.NSPasteboard);java.io.File;2
macos.Delegate;openSelection(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.jEdit;2
macos.Delegate;applicationShouldTerminate(macos.NSApplication);org.gjt.sp.jedit.jEdit;1
macos.Delegate;createMenu(java.util.Vector, macos.NSMenu);org.gjt.sp.jedit.EditAction;1
macos.Delegate;createMenu(java.util.Vector, macos.NSMenu);macos.Delegate;1
macos.Delegate;handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);org.gjt.sp.jedit.Buffer;1
macos.Delegate;handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);org.gjt.sp.jedit.buffer.JEditBuffer;2
macos.Delegate;handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);org.gjt.sp.jedit.msg.BufferUpdate;4
macos.Delegate;handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);com.apple.eio.FileManager;3
macos.Delegate;handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);org.gjt.sp.jedit.jEdit;2
macos.Delegate;updateMenu();org.gjt.sp.jedit.Buffer;3
macos.Delegate;updateMenu();macos.Delegate;1
macos.Delegate;updateMenu();org.gjt.sp.jedit.jEdit;2
macos.Delegate;handleAbout(com.apple.eawt.ApplicationEvent);com.apple.eawt.ApplicationEvent;1
macos.Delegate;handleAbout(com.apple.eawt.ApplicationEvent);org.gjt.sp.jedit.jEdit;1
