Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	com.mxgraph.io.mxObjectCodec::processInclude(com.mxgraph.io.mxCodec, org.w3c.dom.Node, java.lang.Object):boolean	com.mxgraph.io.mxCodec	0/1	
Move Method	com.mxgraph.layout.hierarchical.stage.mxMedianHybridCrossingReduction::calculateRankCrossing(int, com.mxgraph.layout.hierarchical.model.mxGraphHierarchyModel):int	com.mxgraph.layout.hierarchical.model.mxGraphHierarchyModel	0/1	
Move Method	com.mxgraph.layout.hierarchical.stage.mxMedianHybridCrossingReduction::transpose(int, com.mxgraph.layout.hierarchical.model.mxGraphHierarchyModel):void	com.mxgraph.layout.hierarchical.model.mxGraphHierarchyModel	0/1	
Move Method	com.mxgraph.shape.mxBasicShape::hasShadow(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState):boolean	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.shape.mxBasicShape::getFillColor(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState):java.awt.Color	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.shape.mxBasicShape::getStrokeColor(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState):java.awt.Color	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.shape.mxRectangleShape::getArcSize(com.mxgraph.view.mxCellState, double, double):int	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.shape.mxStencil::createCanvas(com.mxgraph.canvas.mxGraphics2DCanvas):com.mxgraph.canvas.mxGraphicsCanvas2D	com.mxgraph.canvas.mxGraphics2DCanvas	0/1	
Move Method	com.mxgraph.shape.mxSwimlaneShape::getTitleSize(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState):double	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.shape.mxSwimlaneShape::getArcSize(com.mxgraph.view.mxCellState, double):double	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.swing.util.mxGraphActions.GroupAction::getGroupBorder(com.mxgraph.view.mxGraph):int	com.mxgraph.view.mxGraph	0/1	
Move Method	com.mxgraph.swing.util.mxGraphActions.UpdateGroupBoundsAction::getGroupBorder(com.mxgraph.view.mxGraph):int	com.mxgraph.view.mxGraph	0/1	
Move Method	com.mxgraph.view.mxGraph::isLoop(com.mxgraph.view.mxCellState):boolean	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.view.mxGraph::getImage(com.mxgraph.view.mxCellState):java.lang.String	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.view.mxGraphView::getPerimeterFunction(com.mxgraph.view.mxCellState):com.mxgraph.view.mxPerimeter.mxPerimeterFunction	com.mxgraph.view.mxCellState	0/1	
Move Method	com.mxgraph.layout.mxGraphLayout::arrangeGroups(java.lang.Object[], int):void	com.mxgraph.view.mxGraph	1/7	
Move Method	com.mxgraph.reader.mxGraphViewReader::parseState(com.mxgraph.view.mxCellState, boolean):java.lang.String	com.mxgraph.view.mxCellState	1/7	
Move Method	com.mxgraph.analysis.mxFibonacciHeap::cut(com.mxgraph.analysis.mxFibonacciHeap.Node, com.mxgraph.analysis.mxFibonacciHeap.Node):void	com.mxgraph.analysis.mxFibonacciHeap.Node	1/6	
Move Method	com.mxgraph.view.mxGraphView::getPoint(com.mxgraph.view.mxCellState, com.mxgraph.model.mxGeometry):com.mxgraph.util.mxPoint	com.mxgraph.view.mxCellState	1/6	
Move Method	com.mxgraph.analysis.mxGraphAnalysis::getShortestPath(com.mxgraph.view.mxGraph, java.lang.Object, java.lang.Object, com.mxgraph.analysis.mxICostFunction, int, boolean):java.lang.Object[]	com.mxgraph.view.mxGraph	1/4	
Move Method	com.mxgraph.analysis.mxGraphAnalysis::getMinimumSpanningTree(com.mxgraph.view.mxGraph, java.lang.Object[], com.mxgraph.analysis.mxICostFunction, boolean):java.lang.Object[]	com.mxgraph.view.mxGraph	1/4	
Move Method	com.mxgraph.swing.handler.mxGraphTransferHandler::createTransferableImage(com.mxgraph.swing.mxGraphComponent, java.lang.Object[]):javax.swing.ImageIcon	com.mxgraph.swing.mxGraphComponent	1/4	
Move Method	com.mxgraph.analysis.mxGraphGenerator::getPossibleKnightMoveCount(com.mxgraph.analysis.mxAnalysisGraph, int, int, int, int):int	com.mxgraph.analysis.mxAnalysisGraph	1/3	
Move Method	com.mxgraph.layout.mxEdgeLabelLayout::avoid(com.mxgraph.view.mxCellState, com.mxgraph.view.mxCellState):void	com.mxgraph.view.mxCellState	1/3	
Move Method	com.mxgraph.shape.mxSwimlaneShape::paintSwimlane(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState, double, java.lang.String, boolean):void	com.mxgraph.view.mxCellState	1/3	
Move Method	com.mxgraph.shape.mxSwimlaneShape::paintRoundedSwimlane(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState, double, double, java.lang.String, boolean):void	com.mxgraph.view.mxCellState	1/3	
Move Method	com.mxgraph.swing.mxGraphComponent::getPointForEvent(java.awt.event.MouseEvent, boolean):com.mxgraph.util.mxPoint	com.mxgraph.view.mxGraph	1/3	
Move Method	com.mxgraph.view.mxGraphView::getWordWrapWidth(com.mxgraph.view.mxCellState):double	com.mxgraph.view.mxCellState	1/3	
Move Method	com.mxgraph.layout.hierarchical.mxHierarchicalLayout::layeringStage():void	com.mxgraph.layout.hierarchical.model.mxGraphHierarchyModel	1/2	
Move Method	com.mxgraph.layout.mxGraphLayout::getConstraint(java.lang.Object, java.lang.Object, java.lang.Object, boolean):java.lang.Object	com.mxgraph.view.mxGraph	1/2	
Move Method	com.mxgraph.shape.mxConnectorShape::paintPolyline(com.mxgraph.canvas.mxGraphics2DCanvas, java.util.List<com.mxgraph.util.mxPoint>, java.util.Map<java.lang.String,java.lang.Object>):void	com.mxgraph.canvas.mxGraphics2DCanvas	1/2	
Move Method	com.mxgraph.shape.mxConnectorShape::paintMarker(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState, boolean):com.mxgraph.util.mxPoint	com.mxgraph.canvas.mxGraphics2DCanvas	1/2	
Move Method	com.mxgraph.shape.mxStencil::drawShadow(com.mxgraph.canvas.mxGraphicsCanvas2D, com.mxgraph.view.mxCellState, double, boolean, boolean, com.mxgraph.util.mxRectangle, double, boolean, com.mxgraph.util.mxRectangle):void	com.mxgraph.canvas.mxGraphicsCanvas2D	1/2	
Move Method	com.mxgraph.swing.handler.mxConnectionHandler::createTargetVertex(java.awt.event.MouseEvent, java.lang.Object):java.lang.Object	com.mxgraph.swing.mxGraphComponent	1/2	
Move Method	com.mxgraph.swing.handler.mxGraphTransferHandler::getDropTarget(com.mxgraph.swing.mxGraphComponent, com.mxgraph.swing.util.mxGraphTransferable):java.lang.Object	com.mxgraph.swing.mxGraphComponent	1/2	
Move Method	com.mxgraph.swing.mxGraphComponent::getScaledPreferredSizeForGraph():java.awt.Dimension	com.mxgraph.view.mxGraph	1/2	
Move Method	com.mxgraph.swing.mxGraphComponent::snapScaledPoint(com.mxgraph.util.mxPoint, double, double):com.mxgraph.util.mxPoint	com.mxgraph.view.mxGraph	1/2	
Move Method	com.mxgraph.swing.mxGraphComponent.mxGraphControl::getExtendedCellBounds(com.mxgraph.view.mxCellState):java.awt.Rectangle	com.mxgraph.view.mxCellState	1/2	
Move Method	com.mxgraph.view.mxGraph::getOpposites(java.lang.Object[], java.lang.Object, boolean, boolean):java.lang.Object[]	com.mxgraph.view.mxGraphView	1/2	
Move Method	com.mxgraph.view.mxGraphView::updateFloatingTerminalPoints(com.mxgraph.view.mxCellState, com.mxgraph.view.mxCellState, com.mxgraph.view.mxCellState):void	com.mxgraph.view.mxCellState	1/2	
Move Method	com.mxgraph.view.mxGraphView::updateBoundingBox(com.mxgraph.view.mxCellState):com.mxgraph.util.mxRectangle	com.mxgraph.view.mxCellState	2/8	
Move Method	com.mxgraph.layout.hierarchical.model.mxGraphHierarchyModel::createInternalCells(com.mxgraph.layout.hierarchical.mxHierarchicalLayout, java.lang.Object[], com.mxgraph.layout.hierarchical.model.mxGraphHierarchyNode[]):void	com.mxgraph.layout.hierarchical.mxHierarchicalLayout	2/6	
Move Method	com.mxgraph.shape.mxSwimlaneShape::configureCanvas(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState, com.mxgraph.canvas.mxGraphicsCanvas2D):com.mxgraph.canvas.mxGraphicsCanvas2D	com.mxgraph.canvas.mxGraphicsCanvas2D	2/6	
Move Method	com.mxgraph.view.mxGraphView::getRelativePoint(com.mxgraph.view.mxCellState, double, double):com.mxgraph.util.mxPoint	com.mxgraph.view.mxCellState	2/5	
Move Method	com.mxgraph.swing.handler.mxInsertHandler::insertCell(com.mxgraph.util.mxRectangle):java.lang.Object	com.mxgraph.util.mxRectangle	2/4	
Move Method	com.mxgraph.swing.handler.mxSelectionCellsHandler::addGraphListeners(com.mxgraph.view.mxGraph):void	com.mxgraph.view.mxGraph	2/4	
Move Method	com.mxgraph.swing.handler.mxSelectionCellsHandler::removeGraphListeners(com.mxgraph.view.mxGraph):void	com.mxgraph.view.mxGraph	2/4	
Move Method	com.mxgraph.util.mxCurve::collisionMove(java.lang.String, com.mxgraph.util.mxRectangle, double):com.mxgraph.util.mxPoint	com.mxgraph.util.mxRectangle	2/4	
Move Method	com.mxgraph.canvas.mxGraphicsCanvas2D::getImageBounds(java.awt.Image, double, double, double, double, boolean):java.awt.Rectangle	com.mxgraph.canvas.mxGraphicsCanvas2D.CanvasState	2/3	
Move Method	com.mxgraph.layout.mxCompactTreeLayout::layoutLeaf(com.mxgraph.layout.mxCompactTreeLayout.TreeNode):void	com.mxgraph.layout.mxCompactTreeLayout.TreeNode	2/3	
Move Method	com.mxgraph.swing.mxGraphComponent::labelChanged(java.lang.Object, java.lang.Object, java.util.EventObject):java.lang.Object	com.mxgraph.view.mxGraph	2/3	
Move Method	com.mxgraph.swing.mxGraphComponent::getFoldingIconBounds(com.mxgraph.view.mxCellState, javax.swing.ImageIcon):java.awt.Rectangle	com.mxgraph.view.mxCellState	2/3	
Move Method	com.mxgraph.swing.util.mxMorphing::getDelta(com.mxgraph.view.mxCellState):com.mxgraph.util.mxPoint	com.mxgraph.view.mxCellState	2/3	
Move Method	com.mxgraph.util.png.mxPngImageEncoder::writeGAMA():void	com.mxgraph.util.png.mxPngEncodeParam	2/3	
Move Method	com.mxgraph.util.png.mxPngImageEncoder::writePrivateChunks():void	com.mxgraph.util.png.mxPngEncodeParam	2/3	
Move Method	com.mxgraph.view.mxGraph::home():void	com.mxgraph.view.mxGraphView	2/3	
Move Method	com.mxgraph.view.mxGraphView::updateLabel(com.mxgraph.view.mxCellState):void	com.mxgraph.view.mxCellState	2/3	
Move Method	com.mxgraph.view.mxSwimlaneManager::isCellHorizontal(java.lang.Object):boolean	com.mxgraph.view.mxGraph	2/3	
