Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	com.mxgraph.swing.view.mxCellStatePreview::restoreState(com.mxgraph.view.mxCellState, com.mxgraph.view.mxCellState):void	com.mxgraph.view.mxCellState	0/24	
Move Method	com.mxgraph.view.mxGraphView::updateEdgeBounds(com.mxgraph.view.mxCellState):void	com.mxgraph.view.mxCellState	0/8	
Move Method	com.mxgraph.shape.mxLineShape::createPoints(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState):com.mxgraph.util.mxPoint[]	com.mxgraph.view.mxCellState	0/7	
Move Method	com.mxgraph.analysis.mxFibonacciHeap::link(com.mxgraph.analysis.mxFibonacciHeap.Node, com.mxgraph.analysis.mxFibonacciHeap.Node):void	com.mxgraph.analysis.mxFibonacciHeap.Node	0/6	
Move Method	com.mxgraph.canvas.mxGraphics2DCanvas::createFillPaint(com.mxgraph.util.mxRectangle, java.util.Map<java.lang.String,java.lang.Object>):java.awt.Paint	com.mxgraph.util.mxRectangle	0/4	
Move Method	com.mxgraph.swing.handler.mxVertexHandler::union(com.mxgraph.util.mxRectangle, double, double, int):com.mxgraph.util.mxRectangle	com.mxgraph.util.mxRectangle	0/4	
Move Method	com.mxgraph.view.mxGraphView::updateVertexLabelOffset(com.mxgraph.view.mxCellState):void	com.mxgraph.view.mxCellState	0/4	
Move Method	com.mxgraph.shape.mxSwimlaneShape::paintSeparator(com.mxgraph.canvas.mxGraphics2DCanvas, com.mxgraph.view.mxCellState, double, java.lang.String):void	com.mxgraph.view.mxCellState	0/3	
Move Method	com.mxgraph.view.mxGraphView::getRoutingCenterX(com.mxgraph.view.mxCellState):double	com.mxgraph.view.mxCellState	0/3	
Move Method	com.mxgraph.view.mxGraphView::getRoutingCenterY(com.mxgraph.view.mxCellState):double	com.mxgraph.view.mxCellState	0/3	
Move Method	com.mxgraph.swing.handler.mxConnectPreview::revalidate(com.mxgraph.view.mxCellState):void	com.mxgraph.view.mxCellState	0/2	
Move Method	com.mxgraph.swing.handler.mxEdgeHandler::createPoints(com.mxgraph.view.mxCellState):java.awt.Point[]	com.mxgraph.view.mxCellState	0/2	
Move Method	com.mxgraph.swing.util.mxMorphing::stopRecursion(com.mxgraph.view.mxCellState, com.mxgraph.util.mxPoint):boolean	com.mxgraph.util.mxPoint	0/2	
Move Method	com.mxgraph.swing.view.mxCellEditor::useLabelBounds(com.mxgraph.view.mxCellState):boolean	com.mxgraph.view.mxCellState	0/2	
Move Method	com.mxgraph.swing.view.mxInteractiveCanvas::hitSwimlaneContent(com.mxgraph.swing.mxGraphComponent, com.mxgraph.view.mxCellState, int, int):boolean	com.mxgraph.view.mxCellState	0/2	
Move Method	com.mxgraph.view.mxGraph::getConnectionConstraint(com.mxgraph.view.mxCellState, com.mxgraph.view.mxCellState, boolean):com.mxgraph.view.mxConnectionConstraint	com.mxgraph.view.mxCellState	0/2	
Move Method	com.mxgraph.canvas.mxGraphicsCanvas2D::cloneState(com.mxgraph.canvas.mxGraphicsCanvas2D.CanvasState):com.mxgraph.canvas.mxGraphicsCanvas2D.CanvasState	com.mxgraph.canvas.mxGraphicsCanvas2D.CanvasState	0/1	
Move Method	com.mxgraph.io.mxObjectCodec::writePrimitiveAttribute(com.mxgraph.io.mxCodec, java.lang.Object, java.lang.String, java.lang.Object, org.w3c.dom.Node):void	com.mxgraph.io.mxCodec	0/1	
