CommitNumber;Entity;Method;Change
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.getResourceFileParameter();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.setFailOnError(boolean);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.setDebug(boolean);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.setKeyfile(File);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.getKeyfileParameter();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.setExtraOptions(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.getExtraOptions();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.getExtraOptionsParameter();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.execute();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.executeOneFile(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.Ilasm();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.setTraceCommandLine(boolean);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.setFailOnError(boolean);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.logVerbose(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.logError(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.addArgument(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.prepareExecutor();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.runCommand();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.NetCommand(Task,String,String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.XMLReport.createClassElement(ClassFile);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.ClassPathLoader(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.ClassPathLoader(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.ClassPathLoader(File);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.LoaderEnumeration.hasMoreElements();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.LoaderEnumeration.nextElement();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.NullLoader.getFile();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.NullLoader.NullLoader();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.NullLoader.NullLoader(File);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.JarLoader.getFile();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.JarLoader.getClasses();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.JarLoader.JarLoader(File);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryLoader.getFile();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryLoader.getClasses();MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryLoader.listFiles(File,FilenameFilter,boolean);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryLoader.listFilesTo(Vector,File,FilenameFilter,boolean);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryLoader.DirectoryLoader(File);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryFilter.accept(File,String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassFilter.accept(File,String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.MethodInfo.read(ConstantPool,DataInputStream);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.MethodInfo.readCode(ConstantPool,DataInputStream);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.getUTF8Value(ConstantPool,int);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.getMethodParams(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.getMethodReturnType(String);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.descriptor2java(String,int,StringBuffer);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.isVolatile(int);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.getMethodAccess(int);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.getFieldAccess(int);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.getClassAccess(int);MODIFIED
0d014fac6d5a02d0a9e1939562d44eb26e278a9a;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.Utils();MODIFIED
0d4e414a27e3db8132a623ef376937e89f4c5430;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen.execute();MODIFIED
05dee0e9e61df83c82dec32583688483e4c2ee09;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Add.setCommandlength(int);MODIFIED
05dee0e9e61df83c82dec32583688483e4c2ee09;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Add.setChangelist(int);MODIFIED
05dee0e9e61df83c82dec32583688483e4c2ee09;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Add.execute();MODIFIED
05dee0e9e61df83c82dec32583688483e4c2ee09;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Add.execP4Add(StringBuffer);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setPort(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setClient(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setUser(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setView(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Base.setCmdopts(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Base.init();MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Base.execP4Command(String,P4Handler);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Edit.execute();MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Have.execute();MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Label.setLock(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Sync.setLabel(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Sync.setForce(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Sync.execute();MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.SimpleP4OutputHandler.process(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.start();MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.stop();MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen.setToChange(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen.execute();MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Revert.setChange(String);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Revert.setRevertOnlyUnchanged(boolean);MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Revert.execute();MODIFIED
dfb47850a083bbe768518d44a07a83f0680cea07;METHOD;org.apache.tools.ant.taskdefs.optional.perforce.P4Delete.execute();MODIFIED
3542acac0601e784305b77c561d5c57fa1d2b79b;METHOD;org.apache.tools.ant.taskdefs.XSLTProcess.resolveProcessor(String);MODIFIED
3542acac0601e784305b77c561d5c57fa1d2b79b;METHOD;org.apache.tools.ant.taskdefs.XSLTProcess.getLiaison();MODIFIED
5d95d3efc3c5437f266028cb4313dcbd0c050e43;METHOD;org.apache.tools.ant.taskdefs.Chmod.checkConfiguration();MODIFIED
5d95d3efc3c5437f266028cb4313dcbd0c050e43;METHOD;org.apache.tools.ant.taskdefs.Chmod.execute();MODIFIED
5d95d3efc3c5437f266028cb4313dcbd0c050e43;METHOD;org.apache.tools.ant.taskdefs.Chmod.setExecutable(String);MODIFIED
5d95d3efc3c5437f266028cb4313dcbd0c050e43;METHOD;org.apache.tools.ant.taskdefs.Chmod.setSkipEmptyFilesets(boolean);MODIFIED
d5c48fdd69b0f841971ba9385869d29b32af2bfa;METHOD;org.apache.tools.ant.taskdefs.optional.sitraka.Reference.createClasspath();MODIFIED
7fb3e7417c990bc8a56859ad2d3ba7fbe723fb6d;METHOD;org.apache.tools.tar.TarInputStream.mark(int);MODIFIED
7fb3e7417c990bc8a56859ad2d3ba7fbe723fb6d;METHOD;org.apache.tools.tar.TarInputStream.reset();MODIFIED
7fb3e7417c990bc8a56859ad2d3ba7fbe723fb6d;METHOD;org.apache.tools.tar.TarInputStream.getNextEntry();MODIFIED
7fb3e7417c990bc8a56859ad2d3ba7fbe723fb6d;METHOD;org.apache.tools.tar.TarInputStream.read(byte,int,int);MODIFIED
7fb3e7417c990bc8a56859ad2d3ba7fbe723fb6d;METHOD;org.apache.tools.tar.TarInputStream.copyEntryContents(OutputStream);MODIFIED
5f15e6793d638db427bd6f32e089dedfa4f37cf3;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.WLStop.execute();MODIFIED
7bcfb535a435346a739498c2fc1aa44270929d81;METHOD;org.apache.tools.ant.taskdefs.Jikes.Jikes(JikesOutputParser,String,Project);MODIFIED
7bcfb535a435346a739498c2fc1aa44270929d81;METHOD;org.apache.tools.ant.taskdefs.JikesOutputParser.JikesOutputParser(Task,boolean);MODIFIED
7bcfb535a435346a739498c2fc1aa44270929d81;METHOD;org.apache.tools.ant.taskdefs.TaskOutputStream.TaskOutputStream(Task,int);MODIFIED
6d710c534a791ae6b340705cba6c61feefdd1648;METHOD;org.apache.tools.ant.taskdefs.FixCRLF.FixCRLF();MODIFIED
54fe3613023903e5d3bb42d4ba002369a7598b8a;METHOD;org.apache.tools.ant.taskdefs.rmic.WLRmic.execute();MODIFIED
caf3add83bebdafe63b1ee30103f5a102dc03d05;METHOD;org.apache.tools.ant.taskdefs.Javac.getSystemJavac();MODIFIED
cc1718b72e663d11ea322180fa3d8967bd6b7ab5;METHOD;org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.endTestSuite(JUnitTest);MODIFIED
cc1718b72e663d11ea322180fa3d8967bd6b7ab5;METHOD;org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.formatTest(Test);MODIFIED
cc1718b72e663d11ea322180fa3d8967bd6b7ab5;METHOD;org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.BriefJUnitResultFormatter();MODIFIED
7242864fd21f5e268d7e048aeb1eb2e47e55025b;METHOD;org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.configureTestRunner();MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.And.eval();MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addAnd(And);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addAvailable(Available);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addChecksum(Checksum);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addEquals(Equals);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addHttp(Http);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addIsSet(IsSet);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addNot(Not);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addOr(Or);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addSocket(Socket);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addUptodate(UpToDate);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.countConditions();MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.And.eval();MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addAnd(And);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addAvailable(Available);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addChecksum(Checksum);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addEquals(Equals);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addHttp(Http);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addIsSet(IsSet);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addNot(Not);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addOr(Or);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addSocket(Socket);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.addUptodate(UpToDate);MODIFIED
6372ab1b60cc5279b694948d325d2de8fdec15de;METHOD;org.apache.tools.ant.taskdefs.condition.ConditionBase.countConditions();MODIFIED
e5bff262b81b1858dcd4272382a2c44e39b34f74;METHOD;org.apache.tools.ant.taskdefs.optional.ANTLR.execute();MODIFIED
e5bff262b81b1858dcd4272382a2c44e39b34f74;METHOD;org.apache.tools.ant.taskdefs.optional.ANTLR.execute();MODIFIED
faf4bedbd4ed17c2c577e0ce60646fab9f10b462;METHOD;org.apache.tools.ant.taskdefs.ExecuteJava.execute(Project);MODIFIED
faf4bedbd4ed17c2c577e0ce60646fab9f10b462;METHOD;org.apache.tools.ant.taskdefs.ExecuteJava.execute(Project);MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.setClassname(String);MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.createArg();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.createClasspath();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.createJvmarg();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.execute();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.executeJava();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient.executeJava();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.execute();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.execute();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.types.CommandlineJava.getJavaExecutableName();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.setClassname(String);MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.createArg();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.createClasspath();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.createJvmarg();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.execute();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.Java.executeJava();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient.executeJava();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.execute();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.execute();MODIFIED
93b3119e7036ed4ab49736fba3e6016d1232d0d5;METHOD;org.apache.tools.ant.types.CommandlineJava.getJavaExecutableName();MODIFIED
d5968dfcb6354ded7edc0397547f567890ee02e4;METHOD;org.apache.antlib.nativelib.Exec.execute();MODIFIED
7478fc5b7314d5b9eb8bdc45a1f2003137ba4faa;METHOD;org.apache.aut.nativelib.impl.ProcessMonitor.processStandardError();MODIFIED
53b0e1da013c7f77f19b9302b8dae983461c7702;METHOD;org.apache.myrmidon.components.converter.DefaultMasterConverter.getConverterName(Class,Class);MODIFIED
a950a81667dc0541935258bbbd1a1c191e6a86ee;METHOD;org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createClasspath();MODIFIED
a950a81667dc0541935258bbbd1a1c191e6a86ee;METHOD;org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createSourcespath();MODIFIED
a950a81667dc0541935258bbbd1a1c191e6a86ee;METHOD;org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.execute();MODIFIED
a950a81667dc0541935258bbbd1a1c191e6a86ee;METHOD;org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createClasspath();MODIFIED
a950a81667dc0541935258bbbd1a1c191e6a86ee;METHOD;org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createSourcespath();MODIFIED
a950a81667dc0541935258bbbd1a1c191e6a86ee;METHOD;org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.execute();MODIFIED
5ff1b057345c8b537172de8d68c1d67eb4713a28;METHOD;org.apache.tools.ant.taskdefs.optional.StyleBook.execute();MODIFIED
5ff1b057345c8b537172de8d68c1d67eb4713a28;METHOD;org.apache.tools.ant.taskdefs.optional.StyleBook.StyleBook();MODIFIED
5ff1b057345c8b537172de8d68c1d67eb4713a28;METHOD;org.apache.tools.ant.taskdefs.optional.StyleBook.execute();MODIFIED
5ff1b057345c8b537172de8d68c1d67eb4713a28;METHOD;org.apache.tools.ant.taskdefs.optional.StyleBook.StyleBook();MODIFIED
d71a25ec61dc9728b19e8da64bcc97508c1ab424;METHOD;org.apache.tools.ant.taskdefs.optional.net.TelnetTask.execute();MODIFIED
d71a25ec61dc9728b19e8da64bcc97508c1ab424;METHOD;org.apache.tools.ant.taskdefs.optional.net.TelnetTask.execute();MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setAction(Action);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setBinary(boolean);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setDepends(boolean);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setIgnoreNoncriticalErrors(boolean);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setListing(File);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setNewer(boolean);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setPassive(boolean);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setPassword(String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setPort(int);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setRemotedir(String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setSeparator(String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setServer(String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setSkipFailedTransfers(boolean);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setUserid(String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.setVerbose(boolean);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.addFileset(FileSet);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.execute();MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.getFile(FTPClient,String,String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.isUpToDate(FTPClient,File,String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.createParents(FTPClient,String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.delFile(FTPClient,String);MODIFIED
e571d5cc67f16b03327db1fc9780972f7c753a88;METHOD;org.apache.tools.ant.taskdefs.optional.net.FTP.listFile(FTPClient,BufferedWriter,String);MODIFIED
