CommitNumber;Entity;Method;Change
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.Untar.expandFile(FileUtils,File,File);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.UpToDate.eval();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.War.setWebxml(File);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.XSLTProcess.setClasspath(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.XSLTProcess.setClasspathRef(Reference);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.XSLTProcess.createClasspath();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.XSLTProcess.getLiaison();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter.executeExternalCompile(String,int);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.Rpm.setSpecFile(String);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.XMLValidateTask.setClasspath(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.XMLValidateTask.setClasspathRef(Reference);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.XMLValidateTask.createClasspath();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.XMLValidateTask.doValidate(File);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask.setProcessOutputStream(InputStream);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.ccm.Continuus.run(Commandline,ExecuteStreamHandler);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.clearcase.ClearCase.run(Commandline);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.depend.Depend.setClasspath(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.depend.Depend.setClasspathRef(Reference);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.depend.Depend.createClasspath();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.depend.Depend.getClassFiles(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.CSharp.setReferenceFiles(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.CSharp.CSharp();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.Ilasm();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.prepareExecutor();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.NetCommand(Task,String,String);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient.setClasspath(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient.setClasspathRef(Reference);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient.createClasspath();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setAddfiles(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setMergefiles(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.createAddfiles();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.createMergefiles();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveAddFiles();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveEntries(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveMergeFiles();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.JspC.setClasspath(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.JspC.setClasspathRef(Reference);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.JspC.setSrcdir(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.JspC.createClasspath();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setClasspath(Path);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setDest(File);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.execute();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.runCmd(Commandline,ExecuteStreamHandler);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.vss.MSVSS.run(Commandline);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY.setStyle(BriefCodediffNofile);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.getClasspath();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.setupRmicCommand();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.setupRmicCommand(String);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.getCompileClasspath();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.taskdefs.rmic.RmicAdapter.getClasspath();MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.util.FileNameMapper.setFrom(String);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.util.RegexpPatternMapper.mapFileName(String);MODIFIED
48d3258bba5a1662cae2afd42fb4c82ecff4a4f3;METHOD;org.apache.tools.ant.util.RegexpPatternMapper.replaceReferences(String);MODIFIED
0016b728261c269c9e1309c9dccade5f69b57620;METHOD;org.apache.tools.ant.taskdefs.Unpack.setSrc(String);MODIFIED
0016b728261c269c9e1309c9dccade5f69b57620;METHOD;org.apache.tools.ant.taskdefs.Unpack.setDest(String);MODIFIED
0016b728261c269c9e1309c9dccade5f69b57620;METHOD;org.apache.tools.ant.taskdefs.Unpack.validate();MODIFIED
cc4a9a42c9ab8771bfc191f2f979b890b830802b;METHOD;org.apache.tools.ant.Task.perform();MODIFIED
cc4a9a42c9ab8771bfc191f2f979b890b830802b;METHOD;org.apache.tools.ant.Task.maybeConfigure();MODIFIED
cc4a9a42c9ab8771bfc191f2f979b890b830802b;METHOD;org.apache.tools.ant.Task.perform();MODIFIED
cc4a9a42c9ab8771bfc191f2f979b890b830802b;METHOD;org.apache.tools.ant.Task.maybeConfigure();MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.TaskHandler.init(String,AttributeList);MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.UnknownElement.makeTask(UnknownElement,RuntimeConfigurable,boolean);MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.taskdefs.Get.touchFile(File,long);MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.taskdefs.Tstamp.execute();MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter.setJavac(Javac);MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.TaskHandler.init(String,AttributeList);MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.UnknownElement.makeTask(UnknownElement,RuntimeConfigurable,boolean);MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.taskdefs.Get.touchFile(File,long);MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.taskdefs.Tstamp.execute();MODIFIED
179f3dbbb9faa25d0963b4a68b9beeaad61e0fb8;METHOD;org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter.setJavac(Javac);MODIFIED
6ed7b7bfc8f800200aa226c0a315e6ac15dfcf60;METHOD;org.apache.tools.ant.Task.getRuntimeConfigurableWrapper();MODIFIED
6ed7b7bfc8f800200aa226c0a315e6ac15dfcf60;METHOD;org.apache.tools.ant.Task.getRuntimeConfigurableWrapper();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.DefaultLogger.messageLogged(BuildEvent);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.TaskHandler.init(String,AttributeList);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.ExecuteOn.getCommandline(String,File);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.ExecuteStreamHandler.setProcessOutputStream(InputStream);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.OneLiner.nextElement();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.GenerateKey.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Get.touchFile(File,long);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Javadoc.setDocletPath(Path);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.RecorderEntry.messageLogged(BuildEvent);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.setClasspath(Path);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.setClasspathRef(Reference);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.setExtdirs(Path);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.createClasspath();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.createExtdirs();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.SignJar.doOneJar(File,File);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.Cab.createExec();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.IContract.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ccm.Continuus.run(Commandline);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.DDCreator.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.Ejbc.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.WLRun.executeWLS();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.WLRun.executeWLS6();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ide.VAJBuildLogger.messageLogged(BuildEvent);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.util.FileNameMapper.mapFileName(String);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.DefaultLogger.messageLogged(BuildEvent);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.TaskHandler.init(String,AttributeList);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.ExecuteOn.getCommandline(String,File);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.ExecuteStreamHandler.setProcessOutputStream(InputStream);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.OneLiner.nextElement();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.GenerateKey.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Get.touchFile(File,long);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Javadoc.setDocletPath(Path);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.RecorderEntry.messageLogged(BuildEvent);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.setClasspath(Path);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.setClasspathRef(Reference);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.setExtdirs(Path);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.createClasspath();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.Rmic.createExtdirs();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.SignJar.doOneJar(File,File);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.Cab.createExec();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.IContract.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ccm.Continuus.run(Commandline);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.DDCreator.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.Ejbc.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.WLRun.executeWLS();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ejb.WLRun.executeWLS6();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.ide.VAJBuildLogger.messageLogged(BuildEvent);MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.execute();MODIFIED
a7e57725e0310ca20182465f2ab2aa877ac5b9b5;METHOD;org.apache.tools.ant.util.FileNameMapper.mapFileName(String);MODIFIED
0a6fd6ef1dbd436277431ff8c3721a4dacbb0871;METHOD;org.apache.tools.ant.taskdefs.Property.addProperties(Properties);MODIFIED
0a6fd6ef1dbd436277431ff8c3721a4dacbb0871;METHOD;org.apache.tools.ant.taskdefs.Property.addProperties(Properties);MODIFIED
33dd46cdca335b1c3de78f9806aa0a951a832953;METHOD;org.apache.tools.ant.taskdefs.optional.ide.VAJBuildInfo.initProject();MODIFIED
33dd46cdca335b1c3de78f9806aa0a951a832953;METHOD;org.apache.tools.ant.taskdefs.optional.ide.VAJBuildInfo.initProject();MODIFIED
66c2311bc11a7a90672b85f66650779827b8f47b;METHOD;org.apache.tools.ant.RuntimeConfigurable.maybeConfigure(Project);MODIFIED
66c2311bc11a7a90672b85f66650779827b8f47b;METHOD;org.apache.tools.ant.Task.maybeConfigure();MODIFIED
66c2311bc11a7a90672b85f66650779827b8f47b;METHOD;org.apache.tools.ant.UnknownElement.maybeConfigure();MODIFIED
66c2311bc11a7a90672b85f66650779827b8f47b;METHOD;org.apache.tools.ant.UnknownElement.handleChildren(Object,RuntimeConfigurable);MODIFIED
66c2311bc11a7a90672b85f66650779827b8f47b;METHOD;org.apache.tools.ant.RuntimeConfigurable.maybeConfigure(Project);MODIFIED
66c2311bc11a7a90672b85f66650779827b8f47b;METHOD;org.apache.tools.ant.Task.maybeConfigure();MODIFIED
66c2311bc11a7a90672b85f66650779827b8f47b;METHOD;org.apache.tools.ant.UnknownElement.maybeConfigure();MODIFIED
66c2311bc11a7a90672b85f66650779827b8f47b;METHOD;org.apache.tools.ant.UnknownElement.handleChildren(Object,RuntimeConfigurable);MODIFIED
e141c002d1c132641ea81614ace36ffc50261388;METHOD;org.apache.tools.ant.Target.execute();MODIFIED
e141c002d1c132641ea81614ace36ffc50261388;METHOD;org.apache.tools.ant.Target.execute();MODIFIED
dc937993874d23540b2e949cebe37f90fd179d4c;METHOD;org.apache.tools.ant.BuildEvent.BuildEvent(Task);MODIFIED
dc937993874d23540b2e949cebe37f90fd179d4c;METHOD;org.apache.tools.ant.taskdefs.Get.touchFile(File,long);MODIFIED
dc937993874d23540b2e949cebe37f90fd179d4c;METHOD;org.apache.tools.ant.taskdefs.optional.Cab.createExec();MODIFIED
dc937993874d23540b2e949cebe37f90fd179d4c;METHOD;org.apache.tools.ant.BuildEvent.BuildEvent(Task);MODIFIED
dc937993874d23540b2e949cebe37f90fd179d4c;METHOD;org.apache.tools.ant.taskdefs.Get.touchFile(File,long);MODIFIED
dc937993874d23540b2e949cebe37f90fd179d4c;METHOD;org.apache.tools.ant.taskdefs.optional.Cab.createExec();MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.Chmod.setExecutable(String);MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.Chmod.setSkipEmptyFilesets(boolean);MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.ExecTask.runExecute(Execute);MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.ExecuteOn.createSrcfile();MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.ExecuteOn.createTargetfile();MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.Chmod.setExecutable(String);MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.Chmod.setSkipEmptyFilesets(boolean);MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.ExecTask.runExecute(Execute);MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.ExecuteOn.createSrcfile();MODIFIED
e814c86c304971a4b5e4c2df9dc73160762d0479;METHOD;org.apache.tools.ant.taskdefs.ExecuteOn.createTargetfile();MODIFIED
ffd3694f6dd64d281607a54f312b2cbcb71ed82c;METHOD;org.apache.tools.ant.DefaultLogger.buildFinished(BuildEvent);MODIFIED
ffd3694f6dd64d281607a54f312b2cbcb71ed82c;METHOD;org.apache.tools.ant.TaskAdapter.execute();MODIFIED
ffd3694f6dd64d281607a54f312b2cbcb71ed82c;METHOD;org.apache.tools.ant.DefaultLogger.buildFinished(BuildEvent);MODIFIED
ffd3694f6dd64d281607a54f312b2cbcb71ed82c;METHOD;org.apache.tools.ant.TaskAdapter.execute();MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.javacc.JJTree.execute();MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.metamata.MParse._execute(ExecuteStreamHandler);MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.metamata.MParse.cleanUp();MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN.getLocalpathCommand(Commandline);MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT.getLocalpathCommand(Commandline);MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET.getLocalpathCommand(Commandline);MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.javacc.JJTree.execute();MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.metamata.MParse._execute(ExecuteStreamHandler);MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.metamata.MParse.cleanUp();MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN.getLocalpathCommand(Commandline);MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT.getLocalpathCommand(Commandline);MODIFIED
09df9e368317c372af897f95caaa336bd6371998;METHOD;org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET.getLocalpathCommand(Commandline);MODIFIED
07bc35ef99638b233b2677e307724efea935ee18;METHOD;org.apache.tools.ant.taskdefs.GenerateKey.execute();MODIFIED
07bc35ef99638b233b2677e307724efea935ee18;METHOD;org.apache.tools.ant.taskdefs.Rmic.moveGeneratedFile(File,File,String,RmicAdapter);MODIFIED
07bc35ef99638b233b2677e307724efea935ee18;METHOD;org.apache.tools.ant.taskdefs.optional.Cab.execute();MODIFIED
07bc35ef99638b233b2677e307724efea935ee18;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.execute();MODIFIED
07bc35ef99638b233b2677e307724efea935ee18;METHOD;org.apache.tools.ant.taskdefs.GenerateKey.execute();MODIFIED
07bc35ef99638b233b2677e307724efea935ee18;METHOD;org.apache.tools.ant.taskdefs.Rmic.moveGeneratedFile(File,File,String,RmicAdapter);MODIFIED
07bc35ef99638b233b2677e307724efea935ee18;METHOD;org.apache.tools.ant.taskdefs.optional.Cab.execute();MODIFIED
07bc35ef99638b233b2677e307724efea935ee18;METHOD;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.execute();MODIFIED
fc182692454ea889acc0b8b0a3881d14cefed522;METHOD;org.apache.tools.ant.taskdefs.AntStructure.printElementDecl(PrintWriter,String,Class);MODIFIED
fc182692454ea889acc0b8b0a3881d14cefed522;METHOD;org.apache.tools.ant.taskdefs.AntStructure.printElementDecl(PrintWriter,String,Class);MODIFIED
0021e80000a082be3df8d492eb59638f45140b43;METHOD;org.apache.tools.ant.Target.execute();MODIFIED
0021e80000a082be3df8d492eb59638f45140b43;METHOD;org.apache.tools.ant.Target.execute();MODIFIED
934d98695a5d952f07fb69f27781c330e55df500;METHOD;org.apache.myrmidon.libs.ant1.Ant1Project.init();MODIFIED
934d98695a5d952f07fb69f27781c330e55df500;METHOD;org.apache.myrmidon.libs.ant1.Ant1Project.createTask(String);MODIFIED
934d98695a5d952f07fb69f27781c330e55df500;METHOD;org.apache.myrmidon.libs.ant1.Ant1Project.createDataType(String);MODIFIED
934d98695a5d952f07fb69f27781c330e55df500;METHOD;org.apache.myrmidon.libs.ant1.TaskAdapter.configure(Configuration);MODIFIED
538e8a3c809065cd7ceb8f87c1249389b179d056;METHOD;org.apache.tools.ant.taskdefs.optional.Cab.createExec();MODIFIED
538e8a3c809065cd7ceb8f87c1249389b179d056;METHOD;org.apache.tools.ant.taskdefs.optional.Cab.createExec();MODIFIED
4603d22b140f5cd05ba61a03e3a3c66e9eeee6f7;METHOD;org.apache.myrmidon.listeners.DefaultProjectListener.targetStarted(String);MODIFIED
4603d22b140f5cd05ba61a03e3a3c66e9eeee6f7;METHOD;org.apache.myrmidon.listeners.DefaultProjectListener.output(String);MODIFIED
e6def2078040a586a314c2351475829a75779fd3;METHOD;org.apache.tools.ant.Task.perform();MODIFIED
e6def2078040a586a314c2351475829a75779fd3;METHOD;org.apache.tools.ant.Task.perform();MODIFIED
