Learning rate;Beta;Gamma;Dense sizes;MCC
0.0685989305661;0.739088868461;6;[14, 5, 4];nan
0.384601570689;0.244242700079;6;[25, 13, 12];0.4871132466010054
0.259942571762;0.0836787203747;4;[44, 31];0.4445812161168305
0.0870074086695;0.141387973759;9;[48, 15];0.4433070563533246
0.181321824554;0.230773366441;8;[75, 41];0.4432920778497694
0.144772390606;0.0614156281981;7;[82, 4, 4];0.438680208896038
0.119256982236;0.219473321729;10;[58];0.43686828652504744
0.0708260624672;0.180389109371;8;[100, 12, 10];0.4352855293491426
0.400318575569;0.0636448171916;5;[27, 6];0.43527472807752543
0.410601455702;0.0185249608716;1;[62, 51];0.4342132177498919
0.105148949577;0.233070251942;8;[34];0.4342132177498919
0.578640547111;0.0418538727207;6;[58, 29, 21];0.431845209947603
0.204292296348;0.336013777748;8;[100];0.4307323936901513
0.307800841776;0.177324392789;5;[72, 26];0.42983932484591514
0.524206714711;0.0483111340871;9;[85];0.4294916061370792
0.082661471183;0.353988396763;10;[70];0.4267552689130816
0.693157958307;0.035090665226;3;[21, 21];0.42628449234878013
0.413806505754;0.00346189132937;3;[83];0.4235062924541984
0.263771943579;0.431526905869;8;[15, 15];0.42072676123148756
0.113318980137;0.046262634552;8;[91];0.41823642798191396
0.0593306648517;0.220647413624;5;[73, 44, 15];0.417337358947823
0.106434809112;0.0512997830598;3;[54, 21];0.4156872994638611
0.153644589327;0.00571957686507;3;[67];0.4153347032179392
0.739101126152;0.0581180142508;4;[60];0.41377992525238794
0.0626599609001;0.0758504148148;9;[94];0.41166309609006957
0.658711686523;0.115772713868;5;[55, 11];0.407876713015857
0.103980656591;0.0624408157896;7;[28, 24, 5];0.407365395880415
0.0929950389482;0.0643084429501;4;[48, 11, 8];0.4070423708338879
0.699922254353;0.287772838521;7;[49];0.40622865162058513
0.245094697296;0.112930224553;8;[55];0.40590047111776484
0.0428518919805;0.101676296049;7;[49, 15];0.4043776671869205
0.470155844432;0.00691925891941;4;[67, 39];0.40123757303563207
0.0375079683351;0.629707956174;5;[68, 16];0.40034992483209086
0.158491247641;0.287820646255;6;[100];0.4000715799858969
0.380431808132;0.0163614309007;8;[62, 54, 39];0.4000715799858969
0.189805181817;0.00835559687715;2;[38];0.3989602118581305
0.732539947478;0.0146880214837;3;[12, 9];0.3983162544856565
0.0607001205219;0.0522051050188;8;[26, 14];0.3966612508574687
0.0438371149925;0.32441774639;5;[80, 22];0.39572251603560726
0.300762324951;0.00486360861373;2;[80];0.3956082531759642
0.0314317082057;0.083268632409;9;[86, 76, 7];0.39272649070007787
0.401629778797;0.0224704141646;6;[77, 68, 8];0.3917350568201862
0.0548998873381;0.024829970166;3;[90, 73, 38];0.39072500444905933
0.136357382232;0.0202329505465;6;[37, 26, 24];0.39072500444905933
0.605338976669;0.0750881493187;10;[73, 71, 9];0.39072385272768645
0.0374030033847;0.0691224960066;9;[33, 13, 13];0.38807808944019423
0.00972434741727;0.100921474785;9;[78, 50, 48];0.3875056096650536
0.0180862221297;0.27580921795;10;[43, 4];0.38715114111936827
0.334506065096;0.0743251146078;9;[45, 5];0.38697187202572225
0.0429417432612;0.0595640847682;9;[60, 33, 8];0.3852526436243774
0.70389823228;0.0245277060817;6;[45];0.3841493919359568
0.020617814905;0.0503422546638;7;[98, 45, 34];0.38085133985063946
0.0288935562346;0.00662723522364;7;[82, 50];0.38085133985063946
0.13640988684;0.048757013518;7;[8];0.3784843712393224
0.22772531519;0.00992426056125;6;[73];0.3780875855197408
0.606745731512;0.0173758026223;8;[100, 99];0.3770783807865199
0.112151452333;0.00511211446637;6;[27];0.37615684840099806
0.36214963265;0.0454518298608;9;[100, 8];0.37615684840099806
0.0814433316467;0.648240882899;7;[65];0.3738011647300494
0.0663333304699;0.00416017354867;8;[57, 10];0.37339864127019395
0.0291162015579;0.0375592100242;9;[32, 30, 25];0.37161575875227104
0.750564598166;0.020766908702;6;[90, 60];0.37146089399208465
0.177477508103;0.0253145173307;8;[59, 37, 17];0.3708443690375173
0.56885194016;0.00419581435172;4;[100];0.3697710974375244
0.0344248130652;0.0118572181068;6;[32, 12];0.3689406238237485
0.0303251631562;0.00628871533774;7;[90, 53];0.36833695056742843
0.697186629715;0.0530623998264;6;[37];0.36833695056742843
0.091264192378;0.00686013544361;3;[59, 9, 9];0.36721972611869924
0.0228132364384;0.10481451287;4;[75, 68, 40];0.3671126348888018
0.151232051049;0.250377699026;4;[20, 18];0.3661832181901811
0.00885166229953;0.736648807024;8;[44, 14];0.3659073664536547
0.0691820697071;0.00485592307309;6;[69, 25, 15];0.36530962852026705
0.0231082214216;0.978952772838;6;[59];0.36502842875836
0.953048723092;0.0326498711716;4;[86, 45];0.36435921984993735
0.94046374682;0.150492367202;6;[61];0.3613577808937875
0.543506498494;0.198048604048;9;[10, 9, 8];0.35900587593212324
0.871077703665;0.112089857788;8;[80, 18];0.35563182019903145
0.707560844714;0.0181872100369;4;[29];0.3550514763176957
0.0234631358802;0.545717527087;7;[8, 7];0.35128212403508147
0.0482756315361;0.0414129240883;4;[51, 5, 4];0.3506863674455761
0.622554531794;0.0898482997931;1;[99, 92];0.350346392648767
0.265065806249;0.111236245455;2;[75, 66];0.34986685565439607
0.0164031921371;0.418238449636;7;[48];0.3476596205393661
0.193697720909;0.0613267009064;2;[50];0.3439054241839435
0.247599224026;0.0330791554405;1;[47, 46];0.3409704084715114
0.0148798957883;0.239232046727;6;[57, 56];0.3378940345809716
0.00760654782703;0.869796809647;9;[87, 14];0.33708956737669293
0.11038733103;0.00693499485752;6;[92, 48, 28];0.33361315027631816
0.0257733560786;0.00492404254925;5;[79, 4];0.33320039858184175
0.150612545504;0.0322404659532;1;[66, 4, 4];0.33222022346129193
0.104172234674;0.0157912824953;9;[35, 12, 12];0.32964952474483733
0.460521410362;0.197425617306;9;[23, 20, 5];0.32959032671814753
0.58542218365;0.163660507406;9;[11, 8];0.32674608551169154
0.0154325282992;0.100398315019;6;[64, 55];0.32221760657302567
0.2345843079;0.0276943731584;1;[8, 7, 5];0.3214300214894506
0.0286747860679;0.00927014055238;10;[48, 5, 5];0.32094736434759014
0.0395550001754;0.0082885601079;4;[87];0.3191537467063276
0.278309785188;0.00910890267803;10;[73];0.3188875397283283
0.100449066651;0.00477406259432;6;[66, 60, 47];0.3183071980946467
0.726185683438;0.015200810146;1;[57, 32, 16];0.3182581169805841
0.0131178275567;0.386418561668;6;[92];0.3180630841754498
0.0356690317864;0.0731140203136;3;[87, 5];0.31745908932075817
0.017861057288;0.0475326227289;10;[40, 6];0.31596048912470936
0.00823972103125;0.381593505518;8;[87, 75, 21];0.3157568697455201
0.0132391532227;0.0260713851709;10;[75, 12];0.3130643659503665
0.227967363443;0.750867207842;4;[85];0.30925757220441846
0.0381905622715;0.230056285585;6;[6, 6];0.3075773975904484
0.0380946528031;0.0057551162739;7;[48];0.3068436974508939
0.114772347789;0.614025790801;6;[57, 56];0.30645166002369617
0.33527789185;0.00486425524237;7;[12, 12, 8];0.3053148454628757
0.0507913131564;0.0881116017548;2;[79, 15, 15];0.3046189325406561
0.00753395883883;0.551972901247;10;[92];0.3042238815928557
0.893430717347;0.0513558445996;8;[26, 6, 6];0.30159444528996865
0.613924910206;0.00521560501357;3;[22, 19, 13];0.2978608443186987
0.908964973525;0.00921312723464;7;[33];0.2958366935637121
0.0896176848429;0.00672712486574;1;[75, 60, 53];0.2943409208325976
0.749976270776;0.0646574351793;10;[5, 5];0.29210914806954785
0.00464612317683;0.7126281924;8;[84, 50];0.291907527760781
0.0165471039145;0.0156457327828;8;[78];0.2885444334777313
0.0229801331483;0.171788841329;2;[80, 59, 32];0.2850669427426629
0.0071024333601;0.14250662457;4;[76, 7, 6];0.2803526783708656
0.552921761508;0.0124555217819;6;[33, 5];0.2752940020346615
0.906579386862;0.257088301221;8;[43];0.274269064763973
0.0105397029554;0.00879846180379;4;[100];0.2719415601449919
0.348503460898;0.0082055864033;9;[72, 38];0.2713300156786808
0.0034708906079;0.314585955148;8;[75, 63];0.26888743356489775
0.0108559748864;0.00528743249249;7;[33];0.265581295624291
0.0121409271769;0.0180159556703;3;[65];0.26405963429284646
0.0190208917971;0.00519890147574;4;[45, 14];0.25718355483082034
0.0212978363559;0.00941657510848;2;[67];0.2567888774326254
0.01621848888;0.167042137148;7;[13, 7, 4];0.2567382916162512
0.0909150384468;0.00646951608785;1;[27];0.25607069692608175
0.00975170032482;0.0893965527517;6;[74, 14];0.2557911677522423
0.00783990095992;0.530970744784;3;[52, 32, 31];0.25188684516240434
0.0235006246231;0.00855030836649;3;[59];0.25161136674180756
0.154249290373;0.173507909795;1;[74];0.25124269463758736
0.0625060223666;0.0395741581565;1;[76];0.2461399575075021
0.0120043737752;0.0160546781806;2;[88, 14, 6];0.24413395917117345
0.0235135165972;0.0241841277266;10;[29, 4, 4];0.23764134071302812
0.00333539126127;0.0214781353666;5;[63, 62, 56];0.2369107537839729
0.828461172518;0.29722138776;7;[95, 22, 12];0.23136467592038187
0.00673367840048;0.126056637836;3;[81, 39];0.23036247366355567
0.302504590557;0.247943144773;4;[10, 5, 5];0.22705460534992075
0.0587305346534;0.166306072473;1;[25, 10, 8];0.22495231064501356
0.00670152678749;0.234257965854;10;[38, 4];0.22488142094238875
0.109462584186;0.930175243794;9;[99, 43];0.22465820960572241
0.00512604873631;0.00589682524525;5;[79];0.22314931645114403
0.00354339478543;0.81802789719;5;[87, 58];0.22208856897711254
0.270351553706;0.00527438812795;9;[33, 22];0.21869163840966083
0.0462746960132;0.0032729138197;1;[16, 13];0.21775518280211378
0.00488753187153;0.00941263617835;4;[88, 60, 18];0.21549262828311117
0.0115450374769;0.0306398789506;1;[41, 20, 15];0.2105872218878384
0.0208613349299;0.00387897361644;8;[6, 4];0.20826123463592902
0.00436371188743;0.105981014893;9;[88, 65];0.20690301529877697
0.0036646205165;0.123802120357;10;[48, 18];0.20676568149647845
0.0114680794917;0.00929965583531;1;[87];0.20381779885514295
0.00777959862638;0.0346940020202;7;[96];0.2022829153694469
0.00539647878122;0.694172689198;5;[56, 27, 7];0.19942246447395892
0.00396755531439;0.0374660830976;8;[77];0.1958183620050113
0.0178537117365;0.187579482481;6;[6, 4];0.19372677199815602
0.00667522737244;0.582261506734;3;[23];0.19132441318592153
0.00580910839658;0.0218909270862;4;[80];0.18853845712224251
0.00406404957283;0.0320263505388;2;[84, 55];0.1868816626476806
0.0237316126194;0.00781029544105;9;[6, 4];0.18312821983126623
0.0055102156114;0.00910081366504;3;[78, 60];0.1801688546613658
0.00644763075777;0.964282978154;3;[36];0.17943125168385826
0.0225840367949;0.0131587061535;1;[18, 8, 5];0.17890563639785637
0.90734358701;0.361663911948;10;[83, 56, 14];0.17328584934607466
0.00801170525571;0.00340347864899;4;[15, 11];0.16074240053147007
0.0033697640668;0.190742285972;9;[40, 26];0.15893118559259706
0.00442092852713;0.0213051038336;1;[98, 17, 5];0.1571300222414735
0.00386897295226;0.00826181405968;4;[65, 9, 9];0.15578719300683067
0.013157356449;0.058018225461;9;[5];0.1549416079060763
0.01706804512;0.151720001674;1;[7, 6];0.1519048521239288
0.00957281599707;0.0626076998199;2;[28];0.14992551852879432
0.00406873960873;0.00338388392559;1;[85, 61, 24];0.1494831357225754
0.00789429758394;0.373407841863;10;[9];0.14052145193358273
0.018382328362;0.019693281724;2;[7];0.1306498018318717
