Learning rate;Beta;Layers;Dropout;F-mesure
0.0640539315036;0.138030538649;[119, 64, 12];0.5;0.3580487906932831
0.0445360981115;0.108854870386;[17, 7];0.5;0.35530597
0.0751805201969;0.136906791116;[29, 27, 8];0.5;0.3550120949745178
0.205796602927;0.0116982407702;[84, 33, 31];0.8;0.3537342
0.596503194875;0.0269764085829;[64, 41];0.5;0.348345
0.126367626137;0.190530345919;[82, 57];0.5;0.348285049200058
0.416088983044;0.0464111214584;[8, 7];0.9;0.34628505
0.259244261476;0.011410254948;[8, 7, 4];1.0;0.34109703
0.164991292336;0.0134039743367;[12, 12, 9];0.9;0.33651605
0.0537614637291;0.289951595518;[121, 100, 84];0.6;0.33596639037132264
0.768747559437;0.0164398445939;[112, 84];0.9;0.33471665
0.429936462887;0.017984867552;[22, 15];0.6;0.33441135
0.478489387655;0.0105882217953;[36, 21, 21];0.7;0.3339349806308746
0.506557996207;0.0915829587234;[65, 30];0.7;0.331387
0.369904627111;0.0203145191165;[66, 44, 5];0.7;0.328109484910965
0.472745827611;0.0143039916724;[5, 5, 5];0.5;0.3256995
0.0713178802274;0.444668872223;[53, 51];0.6;0.322717559337616
0.00902693005696;0.780086272312;[46, 31];0.6;0.32023987
0.0336196522736;0.20439394561;[140, 63, 46];0.5;0.3201058268547058
0.0239171148232;0.13250405243;[82, 11, 4];0.9;0.31355125
0.0078029448486;0.608146935864;[22, 22, 11];0.7;0.31134015
0.0850750639174;0.282432872355;[4, 4];1.0;0.30943668
0.563065167866;0.0286720649901;[5, 5];0.9;0.30715322
0.154286410738;0.0205976173306;[31, 9, 5];0.5;0.3062222361564636
0.701607333205;0.00356775952419;[35, 13];0.7;0.30529055
0.344174092236;0.0697924646866;[10, 9];0.9;0.30421546
0.736122549278;0.0204186939681;[83, 52, 6];0.5;0.30400223
0.123990684154;0.0250722475965;[55, 39, 20];1.0;0.30192402
0.0140406280315;0.384695676514;[14, 5];1.0;0.30190647
0.321442437847;0.0292207560279;[31, 31, 5];0.6;0.3018382787704468
0.201549402368;0.0117794082254;[37, 14];0.5;0.2973293364048004
0.329053467121;0.285591658743;[58, 35];0.5;0.2972527503967285
0.487300632971;0.133495230256;[43, 4];0.5;0.2876225680112839
0.0160169147384;0.250719784425;[78, 53];0.7;0.28716588
0.00696243549107;0.70675095782;[31, 27];0.9;0.28637642
0.657168432117;0.016652365888;[7, 5];0.8;0.28395518064498904
0.564196642993;0.0181265744397;[128, 83];0.9;0.2830070048570633
0.0150492965768;0.421719537529;[121, 7, 4];0.8;0.2822988659143448
0.295928344732;0.0281266432304;[31, 30, 11];0.7;0.28009304
0.3327728927;0.0090573733547;[37, 7];1.0;0.2797178864479065
0.0214580845522;0.168741184111;[74, 71];0.5;0.2786034
0.397653509345;0.143077394092;[54, 15];0.7;0.27806090414524076
0.0470381930334;0.0539779003582;[138, 4];0.7;0.27464697
0.100419188846;0.0177203905781;[58, 46, 34];0.9;0.269839
0.64142076406;0.00480135827104;[88, 19, 5];0.6;0.2698379
0.047444668074;0.0453207718893;[127, 15];0.7;0.26947194
0.120259154199;0.0197937698992;[55, 10, 5];0.7;0.2688889026641846
0.294275316508;0.023146766407;[45, 5, 5];0.6;0.2625762641429901
0.0531670159181;0.0299602444886;[52, 16, 11];0.7;0.26001588
0.0996515274681;0.0117506929445;[99, 27, 12];0.8;0.2581119
0.451087845748;0.0382053833071;[87, 82, 44];0.8;0.2556408941745758
0.0373074653626;0.047609618034;[97, 67];0.7;0.2533289
0.0350542499597;0.0735628217569;[82, 33, 30];1.0;0.25292929261922836
0.641987931558;0.0276650446408;[104, 29, 21];0.8;0.24970970749855043
0.597681917089;0.0514677779901;[61, 47, 47];0.9;0.24944543540477754
0.034008668158;0.0552715253402;[26, 21, 6];0.6;0.24828961
0.273681474124;0.419315194083;[68, 34];0.8;0.24784303233027458
0.0840492679528;0.0179102178707;[49, 10];0.5;0.24733785
0.32433928567;0.240559427775;[23, 20, 12];0.6;0.2466363
0.0932932990916;0.0424399913651;[134, 63, 50];0.8;0.24101666
0.0681311526619;0.0111428539282;[31, 18, 18];0.6;0.2384614
0.108336234952;0.00547621205316;[17, 6];0.9;0.2367188423871994
0.0865997351765;0.0301461894189;[119, 85, 20];0.8;0.2345037
0.0593000729384;0.02289939918;[91, 36, 27];0.8;0.23191743
0.0724723441789;0.0297493095208;[32, 13, 10];0.9;0.23084493
0.00489699837914;0.518690651419;[139, 10, 7];0.9;0.22474344
0.0403765025424;0.359823105755;[20, 19, 5];0.7;0.22470243
0.59114416475;0.00524622328307;[71, 26, 20];1.0;0.22460801005363465
0.603432543468;0.0723295501272;[56, 36];0.6;0.22370370030403136
0.218544777581;0.394479257493;[60, 36, 35];0.9;0.22341029569506646
0.451806302294;0.00385306587224;[96, 13, 4];0.8;0.22072072923183442
0.0618683977038;0.0380016700627;[16, 11];0.9;0.2164382
0.045330659673;0.00483483409156;[87, 45];0.5;0.21464527
0.900829363311;0.00399779832446;[91, 65];0.8;0.21155298
0.00794161057782;0.494162090113;[57, 57];0.9;0.20777011
0.181254737871;0.332250373772;[6, 5];0.7;0.20715506
0.21666362915;0.00403761230773;[24, 23, 12];0.9;0.19704306
0.561443551898;0.33442477105;[27, 20];0.5;0.19637969
0.167768115648;0.346235722134;[47, 19, 5];0.7;0.19161293134093285
0.0546751959034;0.0173091050359;[85, 21, 21];0.9;0.18497178
0.00527849480131;0.757526028966;[73, 21];0.5;0.18217294
0.693311968754;0.0484344351705;[12, 9, 8];0.8;0.18010053113102914
0.520323341572;0.00615806301634;[56, 11];0.7;0.17939394116401672
0.236810715423;0.00571393917441;[121, 98];0.5;0.1787602573633194
0.0348212086497;0.00501105037989;[103, 21];0.5;0.17632619
0.0325148829751;0.0196737902969;[19, 5, 5];1.0;0.17353383
0.00609979468294;0.941002034533;[79, 8];0.9;0.17086802
0.0689272897055;0.0327624668823;[99, 89];0.5;0.17036165
0.0120590326261;0.13208924649;[62, 6];0.8;0.16660719
0.017394040458;0.166975322963;[102, 4, 4];0.5;0.16461869
0.0184824238244;0.00846427966162;[80, 18, 13];0.7;0.16440816
0.00388213311207;0.113698553424;[52, 4];0.7;0.16408086
0.0182976322176;0.00431309692445;[90, 64, 25];1.0;0.16397008
0.12827680674;0.00413139714599;[111, 78];0.6;0.16232605
0.0238242742136;0.0617793944488;[53, 27];0.6;0.15953195
0.0431180998525;0.0484794928111;[134, 83];1.0;0.15771115
0.167280005344;0.00766703866909;[100, 100];0.8;0.15755558
0.0172921434987;0.0913589798624;[20, 14];1.0;0.15750396
0.023502566643;0.10759342049;[85, 14, 14];1.0;0.15200064
0.0115983252967;0.00627673789081;[25, 10];0.9;0.15173626095056533
0.0804630386496;0.0131875911176;[73, 58, 4];0.5;0.15047045
0.0192162322724;0.118015459123;[42, 30, 8];0.9;0.1453869
0.00354119932694;0.759096758908;[73, 37];0.7;0.14405489
0.0723235336067;0.0162812173021;[83, 51];0.7;0.14180936
0.0320121680454;0.00557460873781;[119, 28, 9];1.0;0.14175144
0.00631768715606;0.505376907081;[40, 38, 37];0.6;0.14037354
0.062029816366;0.00403352152843;[71, 57, 23];0.8;0.1398107
0.015840437626;0.00906856234641;[76, 42, 11];0.9;0.13710447
0.0338229979445;0.0176976086527;[36, 22, 10];0.9;0.1370934
0.0254951540902;0.016720014204;[62, 50, 20];0.8;0.135824
0.0612134052633;0.00431590479107;[48, 16];0.8;0.13576526194810867
0.0586820848248;0.00568069548558;[103, 64, 16];0.5;0.13467534
0.0323857590734;0.00634829211028;[6, 5];0.5;0.13219504
0.0219454164652;0.0288372897029;[102, 14];0.8;0.13016304
0.0196777115643;0.0521809405937;[89, 12];0.8;0.12931493
0.0301763455346;0.0266647319702;[116, 48, 17];0.6;0.12920766
0.0400446296676;0.0167461773937;[78, 7, 6];0.6;0.12903425
0.00540846435062;0.53313379208;[13, 9, 4];1.0;0.12877911
0.0214042597794;0.0952591478061;[58, 30];0.7;0.12677614
0.00848799419203;0.465583716137;[122, 84, 29];0.5;0.1267167
0.110225294912;0.00793405440025;[68, 38, 11];1.0;0.12514243
0.057673918057;0.00393871376671;[49, 10];0.9;0.12327577
0.0285912781441;0.00653926091868;[138, 93, 12];0.6;0.11963364
0.00407616052671;0.0112540926105;[59, 24];0.5;0.1193466
0.00668444206164;0.45340826517;[130, 29];0.7;0.11781132
0.00704466264297;0.0690387076865;[85, 54];0.9;0.117116615
0.0125200798874;0.0243902326823;[37, 12, 9];0.9;0.11425762
0.00719599061182;0.183064330845;[45, 39];0.6;0.11425342
0.0136708114174;0.010889766301;[24, 15, 8];0.8;0.11397429
0.00646474530264;0.0438657482239;[112, 73, 17];1.0;0.11359407
0.0126982326834;0.0215683613583;[69, 17];0.7;0.11280396
0.0036054462705;0.649159314197;[18, 16, 12];0.7;0.112681486
0.0189750926865;0.0127687140547;[5, 5];0.9;0.11247061
0.0463621136678;0.0227397012657;[56, 48];0.9;0.11204952
0.0070621946284;0.187317887726;[15, 14];0.8;0.111939564
0.00609394090397;0.0177033284872;[101, 65];0.7;0.111157775
0.0176114564096;0.00400541167469;[11, 11, 8];0.8;0.11106119
0.0180219100059;0.0136008652572;[51, 7, 5];0.9;0.10954648
0.0235736035782;0.0129965616868;[138, 23];0.7;0.10713351
0.00651495656308;0.393332779268;[29, 14, 13];0.5;0.10586009
0.00962589593006;0.0122104829168;[49, 21, 15];0.8;0.104260996
0.00388952392827;0.929848746263;[25, 16];0.6;0.10350704956799746
0.0227526085952;0.0149966095222;[33, 22, 8];1.0;0.10300378
0.00806983607248;0.201198925448;[127, 39, 39];0.9;0.10212907120585442
0.00649035384015;0.00415481209695;[4, 4, 4];1.0;0.10179867
0.0145536971904;0.016149765218;[54, 48, 18];0.8;0.10166299
0.00458189853608;0.0259451506144;[6, 5, 5];0.5;0.09947122945450246
0.0725068337435;0.00475440529361;[67, 43, 16];0.7;0.09916185
0.014790978742;0.0249536368468;[102, 48];1.0;0.09792662
0.00441684273191;0.228024948824;[92, 32];1.0;0.09747041240334511
0.0598065588105;0.00719838513982;[140, 12, 11];1.0;0.09677751
0.00578765612917;0.388597430807;[88, 65, 22];0.8;0.09641534
0.00714781413764;0.250596057775;[27, 14];0.8;0.096381776
0.00618642396685;0.103936726013;[71, 54, 27];0.7;0.09589198250323534
0.00413080404296;0.02381369356;[25, 5, 4];0.6;0.09575324
0.00787904946134;0.248016505304;[119, 79, 41];0.9;0.094531834
0.00391666253533;0.703847390194;[99, 50];0.6;0.09447098
0.010246699346;0.159068699644;[37, 21, 15];0.7;0.094178185
0.00512773968667;0.240458019655;[63, 22, 9];0.6;0.09297937
0.00494061345501;0.146786744061;[67, 24, 11];0.8;0.092370644
0.0419372908149;0.0115187208663;[95, 46];0.7;0.08999419
0.00562051265522;0.00596993586383;[69, 25];0.7;0.08932173
0.04149138429;0.00952410010875;[103, 41, 17];0.5;0.08914064
0.00750808842026;0.0125620886952;[83, 59, 53];0.8;0.088849485
0.00468145545653;0.171342077173;[39, 29];0.7;0.087647125
0.0616546831108;0.00333954319618;[73, 27, 21];1.0;0.08759081
0.0160326547701;0.00921460409284;[106, 6, 4];0.7;0.0818399
0.00680507591947;0.0881283003238;[33, 29];1.0;0.08174749
0.0297232909056;0.0561999179461;[42, 33];0.6;0.08105250485241414
0.00601994233096;0.458077600788;[30, 9, 5];0.5;0.0800205036997795
0.817530068179;0.0713131347102;[28, 14, 12];1.0;0.079760075
0.00366453218268;0.0184888869114;[119, 69];0.9;0.07964753694832324
0.00422273649784;0.0387329049109;[76, 65, 53];0.9;0.079450205
0.953023808032;0.17145597958;[107, 21];0.9;0.07908096
0.00569210634576;0.060998200438;[100, 24, 14];0.5;0.07896562
0.039000918018;0.0101918840692;[129, 107, 13];0.6;0.078961045
0.00989899820812;0.0240884872405;[44, 25];0.6;0.07877823
0.0209363223644;0.0274029905123;[102, 43];0.8;0.07712854817509651
0.0173676093607;0.00329254928386;[42, 41, 17];0.7;0.07687944
0.00514208259146;0.094752753474;[30, 21, 5];0.6;0.0762421015650034
0.0282690948796;0.00456591429589;[129, 70, 12];0.7;0.075332716
0.0502875401514;0.00642033480898;[93, 27];0.9;0.07517109
0.00342118729786;0.00514020415123;[58, 58];0.6;0.07355580031871796
0.00505085740103;0.00893914340398;[60, 12, 12];0.7;0.07260230518877506
0.0144008347789;0.0101616722263;[131, 122, 46];0.9;0.07222329
0.00776083494716;0.109155767308;[15, 4, 4];0.6;0.07157317250967025
0.0048075743775;0.09432420456;[108, 35, 28];0.9;0.07062124
0.00370199777132;0.61379823254;[79, 69, 42];0.5;0.07025100961327553
0.00476935420776;0.0235961277925;[55, 6, 4];0.7;0.070190564
0.00485984560309;0.0093751173529;[11, 6, 6];1.0;0.06874670535326004
0.0153612576228;0.0121830138715;[140, 19];0.5;0.06714068
0.00628258070161;0.00387968178408;[55, 40];1.0;0.06606761887669563
0.00397303818948;0.361887877161;[74, 59, 58];0.6;0.06556857
0.00337978790307;0.00954644727856;[102, 30, 22];0.9;0.06435531
0.0117365749343;0.0110690380632;[101, 51];0.9;0.0638686552643776
0.0637784092493;0.0257618842112;[132, 124, 41];1.0;0.06384567879140376
0.0161709400371;0.00352771792852;[25, 4, 4];0.6;0.06269772127270698
0.0121460070792;0.00470934521846;[103, 29];0.9;0.060292967
0.0244379064473;0.00780885759932;[93, 48, 17];0.5;0.05982856154441833
0.861451259411;0.362418700343;[128, 50];1.0;0.059324674
0.00975859177639;0.0306748255595;[51, 33];1.0;0.055877496
0.00982014271683;0.175815655467;[56, 40];1.0;0.055704318
0.00759738980043;0.0172383133619;[120, 116];0.8;0.05542248375713825
0.00810588988019;0.00535265354454;[24, 20, 16];1.0;0.05292628
0.0292662893662;0.715938047551;[111, 36];0.7;0.051176555
0.0694152727874;0.941009060555;[109, 48, 22];0.5;0.051176555
0.11514693262;0.670446900895;[127, 9];0.6;0.051176555
0.53216199932;0.85258730008;[71, 61, 47];0.7;0.051176555
0.897271406648;0.769600538141;[71, 60];0.7;0.051176555
0.356562742582;0.58912996119;[52, 35, 14];1.0;0.051176555
0.55014065172;0.837419542966;[112, 67];0.5;0.051176555
0.168485239786;0.938126247511;[132, 74];0.9;0.051176555
0.0520260519494;0.620990310693;[74, 70, 68];0.8;0.051176555
0.0202708271142;0.617831452776;[15, 10, 10];0.6;0.051176555
0.620020274733;0.537912522985;[122, 21, 12];1.0;0.051176555
0.07298623839;0.525728069471;[68, 50, 11];0.6;0.051176555
0.0884344285921;0.558665730851;[90, 84, 65];0.8;0.051176555
0.204391641415;0.370402846298;[71, 22, 18];0.5;0.051176555
0.110071365295;0.927891935308;[118, 35, 30];0.6;0.051176555
0.374454302995;0.576475151927;[103, 99];0.9;0.051176555
0.210549050897;0.718261970151;[79, 5];0.5;0.051176555
0.0691570970841;0.916005227626;[77, 40, 39];0.6;0.051176555
0.492137991972;0.736682268092;[111, 8, 8];0.7;0.051176555
0.0394972257166;0.701556605484;[38, 9, 4];0.6;0.051176555
0.201544465001;0.694271267923;[63, 52];0.9;0.051176555
0.0193224185853;0.658118561203;[9, 5];0.6;0.051176555
0.0147337247094;0.00575108545401;[97, 18, 17];1.0;0.05062577
0.00569593153933;0.0165533800604;[86, 38, 13];0.6;0.04841595403850078
0.0112253093848;0.00645306253731;[136, 116, 77];1.0;0.048145454
0.00755305440668;0.00797401537468;[111, 74, 39];0.9;0.046357427
0.00391338965411;0.329827151909;[96, 53];0.8;0.04577911514788866
0.00544244299092;0.173613981968;[48, 27, 11];0.8;0.045634850487113
0.70650156413;0.123859726728;[129, 79];0.6;0.045611464977264406
0.00378535106458;0.0052375220236;[57, 44];1.0;0.04544104
0.0371323779786;0.00696768261468;[91, 48, 42];0.9;0.04254298
0.00419256836515;0.425249333184;[42, 20];0.7;0.04162072315812111
0.0171172246588;0.00674592649633;[12, 8, 4];0.7;0.036280274
0.00374617786035;0.219862774513;[24, 7, 6];0.9;0.0351362
0.00367091792227;0.149241277919;[33, 4, 4];0.8;0.03426067
0.0241289729158;0.530501042255;[83, 14, 8];0.6;0.029286006838083266
0.397237081743;0.469991460342;[89, 76, 44];1.0;0.029286006838083266
0.00544123416675;0.0664647695653;[138, 40];0.7;0.027914392342790962
0.0133224015915;0.883281308409;[65, 30, 9];0.9;0.0256114661693573
0.00357606065124;0.00646764028792;[10, 7];0.6;0.025366614013910292
0.0164704660807;0.00900846894538;[73, 65, 50];0.6;0.025132906
0.00875756321327;0.016005769548;[56, 15];0.6;0.021942843
0.020934777964;0.568496475864;[21, 18, 15];1.0;0.018671402335166933
0.0152787653004;0.850509251981;[131, 48];0.6;0.008915304392576217
