Method;TargetClass;NbAccessedEntities;Distance_TC
macos.MacOSOptionPane._init();org.gjt.sp.jedit.AbstractOptionPane;1;0.9523809523809523
macos.MacOSOptionPane._init();macos.MacOSOptionPane;4;0.4285714285714286
macos.MacOSOptionPane._init();org.gjt.sp.jedit.jEdit;0;1.0
macos.MacOSOptionPane._save();macos.MacOSOptionPane;3;0.625
macos.MacOSOptionPane._save();org.gjt.sp.jedit.jEdit;1;1.0
macos.MacOSOptionPane.getSettings();macos.MacOSOptionPane;3;0.625
macos.MacOSOptionPane.getSettings();org.gjt.sp.jedit.jEdit;1;1.0
macos.script.AppleScriptHandler.createMacro(java.lang.String, java.lang.String);org.gjt.sp.jedit.Macros;0;1.0
macos.script.AppleScriptHandler.runMacro(org.gjt.sp.jedit.Macros.Macro, org.gjt.sp.jedit.View);org.gjt.sp.jedit.Macros;1;0.9545454545454546
macos.Delegate.handleAbout(com.apple.eawt.ApplicationEvent);org.gjt.sp.jedit.jEdit;0;1.0
macos.Delegate.handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);org.gjt.sp.jedit.Buffer;1;0.9866666666666667
macos.Delegate.handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);org.gjt.sp.jedit.buffer.JEditBuffer;3;0.9914529914529915
macos.Delegate.handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);org.gjt.sp.jedit.msg.BufferUpdate;2;0.8333333333333334
macos.Delegate.handleFileCodes(org.gjt.sp.jedit.msg.BufferUpdate);org.gjt.sp.jedit.jEdit;1;1.0
macos.Delegate.handleOpenFile(org.gjt.sp.jedit.msg.ViewUpdate);org.gjt.sp.jedit.msg.ViewUpdate;2;0.75
macos.Delegate.handleOpenFile(org.gjt.sp.jedit.msg.ViewUpdate);macos.Delegate;1;0.9615384615384616
macos.Delegate.handleOpenFile(org.gjt.sp.jedit.msg.ViewUpdate);org.gjt.sp.jedit.jEdit;1;1.0
macos.Delegate.handlePreferences(com.apple.eawt.ApplicationEvent);org.gjt.sp.jedit.jEdit;0;1.0
macos.Delegate.applicationDockMenu(macos.NSApplication);org.gjt.sp.jedit.View;1;0.9882352941176471
macos.Delegate.applicationDockMenu(macos.NSApplication);org.gjt.sp.jedit.Buffer;1;0.9859154929577465
macos.Delegate.applicationDockMenu(macos.NSApplication);macos.Delegate;2;0.92
macos.Delegate.applicationDockMenu(macos.NSApplication);org.gjt.sp.jedit.jEdit;0;1.0
macos.Delegate.applicationOpenFiles(macos.NSApplication, macos.NSArray);org.gjt.sp.jedit.PerspectiveManager;0;1.0
macos.Delegate.applicationOpenFiles(macos.NSApplication, macos.NSArray);org.gjt.sp.util.Log;0;1.0
macos.Delegate.applicationOpenFiles(macos.NSApplication, macos.NSArray);org.gjt.sp.jedit.jEdit;1;1.0
macos.Delegate.applicationOpenFiles(macos.NSApplication, macos.NSArray);org.gjt.sp.jedit.browser.VFSBrowser;1;1.0
macos.Delegate.applicationShouldHandleReopen(boolean, macos.NSApplication);macos.Delegate;2;0.9047619047619048
macos.Delegate.applicationShouldHandleReopen(boolean, macos.NSApplication);org.gjt.sp.jedit.jEdit;0;1.0
macos.Delegate.run();org.gjt.sp.jedit.PerspectiveManager;0;1.0
macos.Delegate.run();org.gjt.sp.jedit.jEdit;0;1.0
macos.Delegate.applicationShouldTerminate(macos.NSApplication);macos.Delegate;1;0.9545454545454546
macos.Delegate.applicationShouldTerminate(macos.NSApplication);org.gjt.sp.jedit.jEdit;1;1.0
macos.Delegate.openFile(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.jEdit;1;1.0
macos.Delegate.openFile(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.browser.VFSBrowser;1;1.0
macos.Delegate.insertSelection(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.View;2;0.9753086419753086
macos.Delegate.insertSelection(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.buffer.JEditBuffer;1;0.990909090909091
macos.Delegate.insertSelection(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.jEdit;0;1.0
macos.Delegate.insertSelection(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.textarea.JEditTextArea;1;0.9963503649635036
macos.Delegate.openSelection(java.lang.String, macos.NSPasteboard);org.gjt.sp.jedit.buffer.JEditBuffer;1;0.9907407407407407
